# http://ref.x86asm.net/geek64-abc.html
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| mnemonic           | op1  | op2  | op3  | op4 | iext      | pf     | 0F     | po     | so     | flds     | o     | proc     | st       | m     | rl      | x     | grp1        | grp2                 | grp3         | tested f     | modif f       | def f         | undef f      | f values                                         | description, notes                                                          |
| SCASD              | Ydo  | EAX  |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SCASQ              | Yqp  | RAX  |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SETB               | Eb   |      |      |     | /3.       | /3.    | /3. 0F | /3. 92 | /3.    | /3. ttTn | /3. 0 | /3.      | /3. D 23 | /3.   | /3.     | /3.   | /3. gen     | /3. datamov          | /3.          | /3. .......c | /3.           | /3.           | /3.          | /3.                                              | /3. Set Byte on Condition - below/not above or equal/carry (CF=1)           |
| SETNAE             | Eb   |      |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SETC               | Eb   |      |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SETBE              | Eb   |      |      |     | /2.       | /2.    | /2. 0F | /2. 96 | /2.    | /2. tTTn | /2. 0 | /2.      | /2. D 23 | /2.   | /2.     | /2.   | /2. gen     | /2. datamov          | /2.          | /2. ....z..c | /2.           | /2.           | /2.          | /2.                                              | /2. Set Byte on Condition - below or equal/not above (CF=1 OR ZF=1)         |
| SETNA              | Eb   |      |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SETL               | Eb   |      |      |     | /2.       | /2.    | /2. 0F | /2. 9C | /2.    | /2. TTtn | /2. 0 | /2.      | /2. D 23 | /2.   | /2.     | /2.   | /2. gen     | /2. datamov          | /2.          | /2. o..s.... | /2.           | /2.           | /2.          | /2.                                              | /2. Set Byte on Condition - less/not greater (SF!=OF)                       |
| SETNGE             | Eb   |      |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SETLE              | Eb   |      |      |     | /2.       | /2.    | /2. 0F | /2. 9E | /2.    | /2. TTTn | /2. 0 | /2.      | /2. D 23 | /2.   | /2.     | /2.   | /2. gen     | /2. datamov          | /2.          | /2. o..sz... | /2.           | /2.           | /2.          | /2.                                              | /2. Set Byte on Condition - less or equal/not greater ((ZF=1) OR (SF!=OF))  |
| SETNG              | Eb   |      |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SETNB              | Eb   |      |      |     | /3.       | /3.    | /3. 0F | /3. 93 | /3.    | /3. ttTN | /3. 0 | /3.      | /3. D 23 | /3.   | /3.     | /3.   | /3. gen     | /3. datamov          | /3.          | /3. .......c | /3.           | /3.           | /3.          | /3.                                              | /3. Set Byte on Condition - not below/above or equal/not carry (CF=0)       |
| SETAE              | Eb   |      |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SETNC              | Eb   |      |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SETNBE             | Eb   |      |      |     | /2.       | /2.    | /2. 0F | /2. 97 | /2.    | /2. tTTN | /2. 0 | /2.      | /2. D 23 | /2.   | /2.     | /2.   | /2. gen     | /2. datamov          | /2.          | /2. ....z..c | /2.           | /2.           | /2.          | /2.                                              | /2. Set Byte on Condition - not below or equal/above (CF=0 AND ZF=0)        |
| SETA               | Eb   |      |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SETNL              | Eb   |      |      |     | /2.       | /2.    | /2. 0F | /2. 9D | /2.    | /2. TTtN | /2. 0 | /2.      | /2. D 23 | /2.   | /2.     | /2.   | /2. gen     | /2. datamov          | /2.          | /2. o..s.... | /2.           | /2.           | /2.          | /2.                                              | /2. Set Byte on Condition - not less/greater or equal (SF=OF)               |
| SETGE              | Eb   |      |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SETNLE             | Eb   |      |      |     | /2.       | /2.    | /2. 0F | /2. 9F | /2.    | /2. TTTN | /2. 0 | /2.      | /2. D 23 | /2.   | /2.     | /2.   | /2. gen     | /2. datamov          | /2.          | /2. o..sz... | /2.           | /2.           | /2.          | /2.                                              | /2. Set Byte on Condition - not less nor equal/greater ((ZF=0) AND (SF=OF)) |
| SETG               | Eb   |      |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SETNO              | Eb   |      |      |     |           |        | 0F     | 91     |        | tttN     | 0     |          | D 23     |       |         |       | gen         | datamov              |              | o.......     |               |               |              |                                                  | Set Byte on Condition - not overflow (OF=0)                                 |
| SETNP              | Eb   |      |      |     | /2.       | /2.    | /2. 0F | /2. 9B | /2.    | /2. TtTN | /2. 0 | /2.      | /2. D 23 | /2.   | /2.     | /2.   | /2. gen     | /2. datamov          | /2.          | /2. ......p. | /2.           | /2.           | /2.          | /2.                                              | /2. Set Byte on Condition - not parity/parity odd (PF=0)                    |
| SETPO              | Eb   |      |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SETNS              | Eb   |      |      |     |           |        | 0F     | 99     |        | TttN     | 0     |          | D 23     |       |         |       | gen         | datamov              |              | ...s....     |               |               |              |                                                  | Set Byte on Condition - not sign (SF=0)                                     |
| SETNZ              | Eb   |      |      |     | /2.       | /2.    | /2. 0F | /2. 95 | /2.    | /2. tTtN | /2. 0 | /2.      | /2. D 23 | /2.   | /2.     | /2.   | /2. gen     | /2. datamov          | /2.          | /2. ....z... | /2.           | /2.           | /2.          | /2.                                              | /2. Set Byte on Condition - not zero/not equal (ZF=0)                       |
| SETNE              | Eb   |      |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SETO               | Eb   |      |      |     |           |        | 0F     | 90     |        | tttn     | 0     |          | D 23     |       |         |       | gen         | datamov              |              | o.......     |               |               |              |                                                  | Set Byte on Condition - overflow (OF=1)                                     |
| SETP               | Eb   |      |      |     | /2.       | /2.    | /2. 0F | /2. 9A | /2.    | /2. TtTn | /2. 0 | /2.      | /2. D 23 | /2.   | /2.     | /2.   | /2. gen     | /2. datamov          | /2.          | /2. ......p. | /2.           | /2.           | /2.          | /2.                                              | /2. Set Byte on Condition - parity/parity even (PF=1)                       |
| SETPE              | Eb   |      |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SETS               | Eb   |      |      |     |           |        | 0F     | 98     |        | Tttn     | 0     |          | D 23     |       |         |       | gen         | datamov              |              | ...s....     |               |               |              |                                                  | Set Byte on Condition - sign (SF=1)                                         |
| SETZ               | Eb   |      |      |     | /2.       | /2.    | /2. 0F | /2. 94 | /2.    | /2. tTtn | /2. 0 | /2.      | /2. D 23 | /2.   | /2.     | /2.   | /2. gen     | /2. datamov          | /2.          | /2. ....z... | /2.           | /2.           | /2.          | /2.                                              | /2. Set Byte on Condition - zero/equal (ZF=1)                               |
| SETE               | Eb   |      |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SFENCE             |      |      |      |     | sse1      |        | 0F     | AE     |        |          | 7     |          |          |       |         |       | order       |                      |              |              |               |               |              |                                                  | Store Fence                                                                 |
| SGDT               | Ms   | GDTR |      |     |           |        | 0F     | 01     |        |          | 0     |          |          |       |         |       | system      |                      |              |              |               |               |              |                                                  | Store Global Descriptor Table Register                                      |
| SHL                | Eb   | Ib   |      |     | /2.       | /2.    | /2.    | /2. C0 | /2.    | /2. w    | /2. 4 | /2.      | /2.      | /2.   | /2.     | /2.   | /2. gen     | /2. shftrot          | /2.          | /2.          | /2. o..szapc  | /2. o..sz.pc  | /2. o....a.c | /2.                                              | /2. Shift                                                                   |
| SAL                | Eb   | Ib   |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SHL                | Evqp | Ib   |      |     | /2.       | /2.    | /2.    | /2. C1 | /2.    | /2. W    | /2. 4 | /2.      | /2.      | /2.   | /2.     | /2.   | /2. gen     | /2. shftrot          | /2.          | /2.          | /2. o..szapc  | /2. o..sz.pc  | /2. o....a.c | /2.                                              | /2. Shift                                                                   |
| SAL                | Evqp | Ib   |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SHL                | Eb   | 1    |      |     | /2.       | /2.    | /2.    | /2. D0 | /2.    | /2. w    | /2. 4 | /2.      | /2.      | /2.   | /2.     | /2.   | /2. gen     | /2. shftrot          | /2.          | /2.          | /2. o..szapc  | /2. o..sz.pc  | /2. .....a.. | /2.                                              | /2. Shift                                                                   |
| SAL                | Eb   | 1    |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SHL                | Evqp | 1    |      |     | /2.       | /2.    | /2.    | /2. D1 | /2.    | /2. W    | /2. 4 | /2.      | /2.      | /2.   | /2.     | /2.   | /2. gen     | /2. shftrot          | /2.          | /2.          | /2. o..szapc  | /2. o..sz.pc  | /2. .....a.. | /2.                                              | /2. Shift                                                                   |
| SAL                | Evqp | 1    |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SHL                | Eb   | CL   |      |     | /2.       | /2.    | /2.    | /2. D2 | /2.    | /2. w    | /2. 4 | /2.      | /2.      | /2.   | /2.     | /2.   | /2. gen     | /2. shftrot          | /2.          | /2.          | /2. o..szapc  | /2. o..sz.pc  | /2. o....a.c | /2.                                              | /2. Shift                                                                   |
| SAL                | Eb   | CL   |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SHL                | Evqp | CL   |      |     | /2.       | /2.    | /2.    | /2. D3 | /2.    | /2. W    | /2. 4 | /2.      | /2.      | /2.   | /2.     | /2.   | /2. gen     | /2. shftrot          | /2.          | /2.          | /2. o..szapc  | /2. o..sz.pc  | /2. o....a.c | /2.                                              | /2. Shift                                                                   |
| SAL                | Evqp | CL   |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SHLD               | Evqp | Gvqp | Ib   |     |           |        | 0F     | A4     |        | d        | r     |          |          |       |         |       | gen         | shftrot              |              |              | o..szapc      | o..sz.pc      | o....a.c     |                                                  | Double Precision Shift Left                                                 |
| SHLD               | Evqp | Gvqp | CL   |     |           |        | 0F     | A5     |        | d        | r     |          |          |       |         |       | gen         | shftrot              |              |              | o..szapc      | o..sz.pc      | o....a.c     |                                                  | Double Precision Shift Left                                                 |
| SHR                | Eb   | Ib   |      |     |           |        |        | C0     |        | w        | 5     |          |          |       |         |       | gen         | shftrot              |              |              | o..szapc      | o..sz.pc      | o....a.c     |                                                  | Shift                                                                       |
| SHR                | Evqp | Ib   |      |     |           |        |        | C1     |        | W        | 5     |          |          |       |         |       | gen         | shftrot              |              |              | o..szapc      | o..sz.pc      | o....a.c     |                                                  | Shift                                                                       |
| SHR                | Eb   | 1    |      |     |           |        |        | D0     |        | w        | 5     |          |          |       |         |       | gen         | shftrot              |              |              | o..szapc      | o..sz.pc      | .....a..     |                                                  | Shift                                                                       |
| SHR                | Evqp | 1    |      |     |           |        |        | D1     |        | W        | 5     |          |          |       |         |       | gen         | shftrot              |              |              | o..szapc      | o..sz.pc      | .....a..     |                                                  | Shift                                                                       |
| SHR                | Eb   | CL   |      |     |           |        |        | D2     |        | w        | 5     |          |          |       |         |       | gen         | shftrot              |              |              | o..szapc      | o..sz.pc      | o....a.c     |                                                  | Shift                                                                       |
| SHR                | Evqp | CL   |      |     |           |        |        | D3     |        | W        | 5     |          |          |       |         |       | gen         | shftrot              |              |              | o..szapc      | o..sz.pc      | o....a.c     |                                                  | Shift                                                                       |
| SHRD               | Evqp | Gvqp | Ib   |     |           |        | 0F     | AC     |        | d        | r     |          |          |       |         |       | gen         | shftrot              |              |              | o..szapc      | o..sz.pc      | o....a.c     |                                                  | Double Precision Shift Right                                                |
| SHRD               | Evqp | Gvqp | CL   |     |           |        | 0F     | AD     |        | d        | r     |          |          |       |         |       | gen         | shftrot              |              |              | o..szapc      | o..sz.pc      | o....a.c     |                                                  | Double Precision Shift Right                                                |
| SHUFPD             | Vpd  | Wpd  | Ib   |     | sse2      | 66     | 0F     | C6     |        |          | r     |          |          |       |         |       | pcksclr     | shunpck              |              |              |               |               |              |                                                  | Shuffle Packed Double-FP Values                                             |
| SHUFPS             | Vps  | Wps  | Ib   |     | sse1      |        | 0F     | C6     |        |          | r     |          |          |       |         |       | simdfp      | shunpck              |              |              |               |               |              |                                                  | Shuffle Packed Single-FP Values                                             |
| SIDT               | Ms   | IDTR |      |     |           |        | 0F     | 01     |        |          | 1     |          |          |       |         |       | system      |                      |              |              |               |               |              |                                                  | Store Interrupt Descriptor Table Register                                   |
| SLDT               | Mw   | LDTR |      |     | /2.       | /2.    | /2. 0F | /2. 00 | /2.    | /2.      | /2. 0 | /2.      | /2.      | /2. P | /2.     | /2.   | /2. system  | /2.                  | /2.          | /2.          | /2.           | /2.           | /2.          | /2.                                              | /2. Store Local Descriptor Table Register                                   |
| SLDT               | Rvqp | LDTR |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SMSW               | Mw   | MSW  |      |     | /2.       | /2.    | /2. 0F | /2. 01 | /2.    | /2.      | /2. 4 | /2.      | /2. D 13 | /2.   | /2.     | /2.   | /2. system  | /2.                  | /2.          | /2.          | /2.           | /2.           | /2.          | /2.                                              | /2. Store Machine Status Word                                               |
| SMSW               | Rvqp | MSW  |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SQRTPD             | Vpd  | Wpd  |      |     | sse2      | 66     | 0F     | 51     |        |          | r     |          |          |       |         |       | pcksclr     | arith                |              |              |               |               |              |                                                  | Compute Square Roots of Packed Double-FP Values                             |
| SQRTPS             | Vps  | Wps  |      |     | sse1      |        | 0F     | 51     |        |          | r     |          |          |       |         |       | simdfp      | arith                |              |              |               |               |              |                                                  | Compute Square Roots of Packed Single-FP Values                             |
| SQRTSD             | Vsd  | Wsd  |      |     | sse2      | F2     | 0F     | 51     |        |          | r     |          |          |       |         |       | pcksclr     | arith                |              |              |               |               |              |                                                  | Compute Square Root of Scalar Double-FP Value                               |
| SQRTSS             | Vss  | Wss  |      |     | sse1      | F3     | 0F     | 51     |        |          | r     |          |          |       |         |       | simdfp      | arith                |              |              |               |               |              |                                                  | Compute Square Root of Scalar Single-FP Value                               |
| STC                |      |      |      |     |           |        |        | F9     |        |          |       |          |          |       |         |       | gen         | flgctrl              |              |              | .......c      | .......c      |              | .......C                                         | Set Carry Flag                                                              |
| STD                |      |      |      |     |           |        |        | FD     |        |          |       |          |          |       |         |       | gen         | flgctrl              |              |              | .d......      | .d......      |              | .D......                                         | Set Direction Flag                                                          |
| STI                |      |      |      |     |           |        |        | FB     |        |          |       |          |          |       | f 1     |       | gen         | flgctrl              |              |              | ..i.....      | ..i.....      |              | ..I.....                                         | Set Interrupt Flag                                                          |
| STMXCSR            | Md   |      |      |     | sse1      |        | 0F     | AE     |        |          | 3     |          |          |       |         |       | mxcsrsm     |                      |              |              |               |               |              |                                                  | Store MXCSR Register State                                                  |
| STOS               | Yb   | AL   |      |     | /2.       | /2.    | /2.    | /2. AA | /2.    | /2. w    | /2.   | /2.      | /2.      | /2.   | /2.     | /2.   | /2. gen     | \2/2. datamov string | /2. .d...... | /2.          | /2.           | /2.           | /2.          | /2. Store String                                 |                                                                             |
| STOSB              | Yb   | AL   |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| STOS               | Yvqp | rAX  |      |     | /4.       | /4.    | /4.    | /4. AB | /4.    | /4. W    | /4.   | /4.      | /4.      | /4. E | /4.     | /4.   | /4. gen     | \2/4. datamov string | /4. .d...... | /4.          | /4.           | /4.           | /4.          | /4. Store String                                 |                                                                             |
| STOSW              | Ywo  | AX   |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| STOSD              | Ydo  | EAX  |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| STOSQ              | Yqp  | RAX  |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| STR                | Mw   | TR   |      |     | /2.       | /2.    | /2. 0F | /2. 00 | /2.    | /2.      | /2. 1 | /2.      | /2.      | /2. P | /2.     | /2.   | /2. system  | /2.                  | /2.          | /2.          | /2.           | /2.           | /2.          | /2.                                              | /2. Store Task Register                                                     |
| STR                | Rvqp | TR   |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| SUB                | Eb   | Gb   |      |     |           |        |        | 28     |        | dw       | r     |          |          |       |         | L     | gen         | arith                | binary       |              | o..szapc      | o..szapc      |              |                                                  | Subtract                                                                    |
| SUB                | Evqp | Gvqp |      |     |           |        |        | 29     |        | dW       | r     |          |          |       |         | L     | gen         | arith                | binary       |              | o..szapc      | o..szapc      |              |                                                  | Subtract                                                                    |
| SUB                | Gb   | Eb   |      |     |           |        |        | 2A     |        | Dw       | r     |          |          |       |         |       | gen         | arith                | binary       |              | o..szapc      | o..szapc      |              |                                                  | Subtract                                                                    |
| SUB                | Gvqp | Evqp |      |     |           |        |        | 2B     |        | DW       | r     |          |          |       |         |       | gen         | arith                | binary       |              | o..szapc      | o..szapc      |              |                                                  | Subtract                                                                    |
| SUB                | AL   | Ib   |      |     |           |        |        | 2C     |        | w        |       |          |          |       |         |       | gen         | arith                | binary       |              | o..szapc      | o..szapc      |              |                                                  | Subtract                                                                    |
| SUB                | rAX  | Ivds |      |     |           |        |        | 2D     |        | W        |       |          |          |       |         |       | gen         | arith                | binary       |              | o..szapc      | o..szapc      |              |                                                  | Subtract                                                                    |
| SUB                | Eb   | Ib   |      |     |           |        |        | 80     |        | w        | 5     |          |          |       |         | L     | gen         | arith                | binary       |              | o..szapc      | o..szapc      |              |                                                  | Subtract                                                                    |
| SUB                | Evqp | Ivds |      |     |           |        |        | 81     |        | W        | 5     |          |          |       |         | L     | gen         | arith                | binary       |              | o..szapc      | o..szapc      |              |                                                  | Subtract                                                                    |
| SUB                | Evqp | Ibs  |      |     |           |        |        | 83     |        | SW       | 5     |          |          |       |         | L     | gen         | arith                | binary       |              | o..szapc      | o..szapc      |              |                                                  | Subtract                                                                    |
| SUBPD              | Vpd  | Wpd  |      |     | sse2      | 66     | 0F     | 5C     |        |          | r     |          |          |       |         |       | pcksclr     | arith                |              |              |               |               |              |                                                  | Subtract Packed Double-FP Values                                            |
| SUBPS              | Vps  | Wps  |      |     | sse1      |        | 0F     | 5C     |        |          | r     |          |          |       |         |       | simdfp      | arith                |              |              |               |               |              |                                                  | Subtract Packed Single-FP Values                                            |
| SUBSD              | Vsd  | Wsd  |      |     | sse2      | F2     | 0F     | 5C     |        |          | r     |          |          |       |         |       | pcksclr     | arith                |              |              |               |               |              |                                                  | Subtract Scalar Double-FP Values                                            |
| SUBSS              | Vss  | Wss  |      |     | sse1      | F3     | 0F     | 5C     |        |          | r     |          |          |       |         |       | simdfp      | arith                |              |              |               |               |              |                                                  | Subtract Scalar Single-FP Values                                            |
| SWAPGS             | GS   | I... |      |     |           |        | 0F     | 01     | F8     |          | 7     |          |          | E     | 0       |       | system      |                      |              |              |               |               |              |                                                  | Swap GS Base Register                                                       |
| SYSCALL            | RCX  | R11  | SS   | ... |           |        | 0F     | 05     |        |          |       |          | D 14     | E     |         |       | system      | branch               |              |              |               |               |              |                                                  | Fast System Call                                                            |
| SYSENTER           | SS   | RSP  | I... | ... |           |        | 0F     | 34     |        | Sr       |       |          | D 18     | E     |         |       | system      | branch               |              |              | ..i.....      | ..i.....      |              | ..i.....                                         | Fast System Call                                                            |
| SYSEXIT            | SS   | eSP  | I... | ... |           |        | 0F     | 35     |        | Sr       |       |          | D 19     | P     | 0       |       | system      | branch               | trans        |              |               |               |              |                                                  | Fast Return from Fast System Call                                           |
| SYSRET             | SS   | Fd   | R11  | ... |           |        | 0F     | 07     |        |          |       |          |          | E     | 0       |       | system      | branch               | trans        |              |               |               |              |                                                  | Return From Fast System Call                                                |
| TEST               | Eb   | Gb   |      |     |           |        |        | 84     |        | dw       | r     |          |          |       |         |       | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Compare                                                             |
| TEST               | Evqp | Gvqp |      |     |           |        |        | 85     |        | dW       | r     |          |          |       |         |       | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Compare                                                             |
| TEST               | AL   | Ib   |      |     |           |        |        | A8     |        | w        |       |          |          |       |         |       | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Compare                                                             |
| TEST               | rAX  | Ivds |      |     |           |        |        | A9     |        | W        |       |          |          |       |         |       | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Compare                                                             |
| TEST               | Eb   | Ib   |      |     |           |        |        | F6     |        | w        | 0     |          |          |       |         |       | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Compare                                                             |
| TEST alias         | Eb   | Ib   |      |     |           |        |        | F6     |        | w        | 1     |          | U 11     |       |         |       | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Compare                                                             |
| TEST               | Evqp | Ivds |      |     |           |        |        | F7     |        | W        | 0     |          |          |       |         |       | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Compare                                                             |
| TEST alias         | Evqp | Ivds |      |     |           |        |        | F7     |        | W        | 1     |          | U 11     |       |         |       | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Compare                                                             |
| UCOMISD            | Vsd  | Wsd  |      |     | sse2      | 66     | 0F     | 2E     |        |          | r     |          |          |       |         |       | pcksclr     | compar               |              |              | ....z.pc      | ....z.pc      |              |                                                  | Unordered Compare Scalar Double-FP Values and Set EFLAGS                    |
| UCOMISS            | Vss  | Wss  |      |     | sse1      |        | 0F     | 2E     |        |          | r     |          |          |       |         |       | simdfp      | compar               |              |              | ....z.pc      | ....z.pc      |              |                                                  | Unordered Compare Scalar Single-FP Values and Set EFLAGS                    |
| UD                 | G    | E    |      |     |           |        | 0F     | B9     |        |          | r     |          | M 26     |       |         |       | gen         | control              |              |              |               |               |              |                                                  | Undefined Instruction                                                       |
| UD2                |      |      |      |     |           |        | 0F     | 0B     |        |          |       |          |          |       |         |       | gen         | control              |              |              |               |               |              |                                                  | Undefined Instruction                                                       |
| UNPCKHPD           | Vpd  | Wpd  |      |     | sse2      | 66     | 0F     | 15     |        |          | r     |          |          |       |         |       | pcksclr     | shunpck              |              |              |               |               |              |                                                  | Unpack and Interleave High Packed Double-FP Values                          |
| UNPCKHPS           | Vps  | Wq   |      |     | sse1      |        | 0F     | 15     |        |          | r     |          |          |       |         |       | simdfp      | shunpck              |              |              |               |               |              |                                                  | Unpack and Interleave High Packed Single-FP Values                          |
