| Index | Operand | Instruction       | Sig                                           | OpCode                        | Type    | Data     | Reg   | Mem    | MemSize | MemSeg | MemOff | MemFar | Imm | RwxIndex | RwxWidth |
| 3770  | 1       | vpunpcklbw        | vpunpcklbw xmm,xmm,xmm/m                      | EVEX.128.66.0F.WIG 60 /r      | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3770  | 2       | vpunpcklbw        | vpunpcklbw xmm,xmm,xmm/m                      | EVEX.128.66.0F.WIG 60 /r      | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 3771  | 0       | vpunpcklbw        | vpunpcklbw ymm,ymm,ymm/m                      | EVEX.256.66.0F.WIG 60 /r      | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3771  | 1       | vpunpcklbw        | vpunpcklbw ymm,ymm,ymm/m                      | EVEX.256.66.0F.WIG 60 /r      | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3771  | 2       | vpunpcklbw        | vpunpcklbw ymm,ymm,ymm/m                      | EVEX.256.66.0F.WIG 60 /r      | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 3772  | 0       | vpunpcklbw        | vpunpcklbw zmm,zmm,zmm/m                      | EVEX.512.66.0F.WIG 60 /r      | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3772  | 1       | vpunpcklbw        | vpunpcklbw zmm,zmm,zmm/m                      | EVEX.512.66.0F.WIG 60 /r      | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3772  | 2       | vpunpcklbw        | vpunpcklbw zmm,zmm,zmm/m                      | EVEX.512.66.0F.WIG 60 /r      | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 3773  | 0       | vpunpckldq        | vpunpckldq xmm,xmm,xmm/m                      | VEX.128.66.0F.WIG 62 /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3773  | 1       | vpunpckldq        | vpunpckldq xmm,xmm,xmm/m                      | VEX.128.66.0F.WIG 62 /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3773  | 2       | vpunpckldq        | vpunpckldq xmm,xmm,xmm/m                      | VEX.128.66.0F.WIG 62 /r       | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 3774  | 0       | vpunpckldq        | vpunpckldq ymm,ymm,ymm/m                      | VEX.256.66.0F.WIG 62 /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3774  | 1       | vpunpckldq        | vpunpckldq ymm,ymm,ymm/m                      | VEX.256.66.0F.WIG 62 /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3774  | 2       | vpunpckldq        | vpunpckldq ymm,ymm,ymm/m                      | VEX.256.66.0F.WIG 62 /r       | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 3775  | 0       | vpunpckldq        | vpunpckldq xmm,xmm,xmm/m                      | EVEX.128.66.0F.W0 62 /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3775  | 1       | vpunpckldq        | vpunpckldq xmm,xmm,xmm/m                      | EVEX.128.66.0F.W0 62 /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3775  | 2       | vpunpckldq        | vpunpckldq xmm,xmm,xmm/m                      | EVEX.128.66.0F.W0 62 /r       | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 3776  | 0       | vpunpckldq        | vpunpckldq ymm,ymm,ymm/m                      | EVEX.256.66.0F.W0 62 /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3776  | 1       | vpunpckldq        | vpunpckldq ymm,ymm,ymm/m                      | EVEX.256.66.0F.W0 62 /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3776  | 2       | vpunpckldq        | vpunpckldq ymm,ymm,ymm/m                      | EVEX.256.66.0F.W0 62 /r       | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 3777  | 0       | vpunpckldq        | vpunpckldq zmm,zmm,zmm/m                      | EVEX.512.66.0F.W0 62 /r       | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3777  | 1       | vpunpckldq        | vpunpckldq zmm,zmm,zmm/m                      | EVEX.512.66.0F.W0 62 /r       | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3777  | 2       | vpunpckldq        | vpunpckldq zmm,zmm,zmm/m                      | EVEX.512.66.0F.W0 62 /r       | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 3778  | 0       | vpunpcklqdq       | vpunpcklqdq xmm,xmm,xmm/m                     | VEX.128.66.0F.WIG 6C /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3778  | 1       | vpunpcklqdq       | vpunpcklqdq xmm,xmm,xmm/m                     | VEX.128.66.0F.WIG 6C /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3778  | 2       | vpunpcklqdq       | vpunpcklqdq xmm,xmm,xmm/m                     | VEX.128.66.0F.WIG 6C /r       | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 3779  | 0       | vpunpcklqdq       | vpunpcklqdq ymm,ymm,ymm/m                     | VEX.256.66.0F.WIG 6C /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3779  | 1       | vpunpcklqdq       | vpunpcklqdq ymm,ymm,ymm/m                     | VEX.256.66.0F.WIG 6C /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3779  | 2       | vpunpcklqdq       | vpunpcklqdq ymm,ymm,ymm/m                     | VEX.256.66.0F.WIG 6C /r       | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 3780  | 0       | vpunpcklqdq       | vpunpcklqdq xmm,xmm,xmm/m                     | EVEX.128.66.0F.W1 6C /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3780  | 1       | vpunpcklqdq       | vpunpcklqdq xmm,xmm,xmm/m                     | EVEX.128.66.0F.W1 6C /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3780  | 2       | vpunpcklqdq       | vpunpcklqdq xmm,xmm,xmm/m                     | EVEX.128.66.0F.W1 6C /r       | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 3781  | 0       | vpunpcklqdq       | vpunpcklqdq ymm,ymm,ymm/m                     | EVEX.256.66.0F.W1 6C /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3781  | 1       | vpunpcklqdq       | vpunpcklqdq ymm,ymm,ymm/m                     | EVEX.256.66.0F.W1 6C /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3781  | 2       | vpunpcklqdq       | vpunpcklqdq ymm,ymm,ymm/m                     | EVEX.256.66.0F.W1 6C /r       | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 3782  | 0       | vpunpcklqdq       | vpunpcklqdq zmm,zmm,zmm/m                     | EVEX.512.66.0F.W1 6C /r       | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3782  | 1       | vpunpcklqdq       | vpunpcklqdq zmm,zmm,zmm/m                     | EVEX.512.66.0F.W1 6C /r       | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3782  | 2       | vpunpcklqdq       | vpunpcklqdq zmm,zmm,zmm/m                     | EVEX.512.66.0F.W1 6C /r       | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 3783  | 0       | vpunpcklwd        | vpunpcklwd xmm,xmm,xmm/m                      | VEX.128.66.0F.WIG 61 /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3783  | 1       | vpunpcklwd        | vpunpcklwd xmm,xmm,xmm/m                      | VEX.128.66.0F.WIG 61 /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3783  | 2       | vpunpcklwd        | vpunpcklwd xmm,xmm,xmm/m                      | VEX.128.66.0F.WIG 61 /r       | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 3784  | 0       | vpunpcklwd        | vpunpcklwd ymm,ymm,ymm/m                      | VEX.256.66.0F.WIG 61 /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3784  | 1       | vpunpcklwd        | vpunpcklwd ymm,ymm,ymm/m                      | VEX.256.66.0F.WIG 61 /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3784  | 2       | vpunpcklwd        | vpunpcklwd ymm,ymm,ymm/m                      | VEX.256.66.0F.WIG 61 /r       | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 3785  | 0       | vpunpcklwd        | vpunpcklwd xmm,xmm,xmm/m                      | EVEX.128.66.0F.WIG 61 /r      | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3785  | 1       | vpunpcklwd        | vpunpcklwd xmm,xmm,xmm/m                      | EVEX.128.66.0F.WIG 61 /r      | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3785  | 2       | vpunpcklwd        | vpunpcklwd xmm,xmm,xmm/m                      | EVEX.128.66.0F.WIG 61 /r      | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 3786  | 0       | vpunpcklwd        | vpunpcklwd ymm,ymm,ymm/m                      | EVEX.256.66.0F.WIG 61 /r      | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3786  | 1       | vpunpcklwd        | vpunpcklwd ymm,ymm,ymm/m                      | EVEX.256.66.0F.WIG 61 /r      | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3786  | 2       | vpunpcklwd        | vpunpcklwd ymm,ymm,ymm/m                      | EVEX.256.66.0F.WIG 61 /r      | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 3787  | 0       | vpunpcklwd        | vpunpcklwd zmm,zmm,zmm/m                      | EVEX.512.66.0F.WIG 61 /r      | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3787  | 1       | vpunpcklwd        | vpunpcklwd zmm,zmm,zmm/m                      | EVEX.512.66.0F.WIG 61 /r      | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3787  | 2       | vpunpcklwd        | vpunpcklwd zmm,zmm,zmm/m                      | EVEX.512.66.0F.WIG 61 /r      | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 3788  | 0       | vpxor             | vpxor xmm,xmm,xmm/m                           | VEX.128.66.0F.WIG EF /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3788  | 1       | vpxor             | vpxor xmm,xmm,xmm/m                           | VEX.128.66.0F.WIG EF /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3788  | 2       | vpxor             | vpxor xmm,xmm,xmm/m                           | VEX.128.66.0F.WIG EF /r       | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 3789  | 0       | vpxor             | vpxor ymm,ymm,ymm/m                           | VEX.256.66.0F.WIG EF /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3789  | 1       | vpxor             | vpxor ymm,ymm,ymm/m                           | VEX.256.66.0F.WIG EF /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3789  | 2       | vpxor             | vpxor ymm,ymm,ymm/m                           | VEX.256.66.0F.WIG EF /r       | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 3790  | 0       | vpxord            | vpxord xmm,xmm,xmm/m                          | EVEX.128.66.0F.W0 EF /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3790  | 1       | vpxord            | vpxord xmm,xmm,xmm/m                          | EVEX.128.66.0F.W0 EF /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3790  | 2       | vpxord            | vpxord xmm,xmm,xmm/m                          | EVEX.128.66.0F.W0 EF /r       | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 3791  | 0       | vpxord            | vpxord ymm,ymm,ymm/m                          | EVEX.256.66.0F.W0 EF /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3791  | 1       | vpxord            | vpxord ymm,ymm,ymm/m                          | EVEX.256.66.0F.W0 EF /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3791  | 2       | vpxord            | vpxord ymm,ymm,ymm/m                          | EVEX.256.66.0F.W0 EF /r       | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 3792  | 0       | vpxord            | vpxord zmm,zmm,zmm/m                          | EVEX.512.66.0F.W0 EF /r       | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3792  | 1       | vpxord            | vpxord zmm,zmm,zmm/m                          | EVEX.512.66.0F.W0 EF /r       | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3792  | 2       | vpxord            | vpxord zmm,zmm,zmm/m                          | EVEX.512.66.0F.W0 EF /r       | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 3793  | 0       | vpxorq            | vpxorq xmm,xmm,xmm/m                          | EVEX.128.66.0F.W1 EF /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3793  | 1       | vpxorq            | vpxorq xmm,xmm,xmm/m                          | EVEX.128.66.0F.W1 EF /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3793  | 2       | vpxorq            | vpxorq xmm,xmm,xmm/m                          | EVEX.128.66.0F.W1 EF /r       | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 3794  | 0       | vpxorq            | vpxorq ymm,ymm,ymm/m                          | EVEX.256.66.0F.W1 EF /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3794  | 1       | vpxorq            | vpxorq ymm,ymm,ymm/m                          | EVEX.256.66.0F.W1 EF /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3794  | 2       | vpxorq            | vpxorq ymm,ymm,ymm/m                          | EVEX.256.66.0F.W1 EF /r       | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 3795  | 0       | vpxorq            | vpxorq zmm,zmm,zmm/m                          | EVEX.512.66.0F.W1 EF /r       | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3795  | 1       | vpxorq            | vpxorq zmm,zmm,zmm/m                          | EVEX.512.66.0F.W1 EF /r       | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3795  | 2       | vpxorq            | vpxorq zmm,zmm,zmm/m                          | EVEX.512.66.0F.W1 EF /r       | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 3796  | 0       | vrangepd          | vrangepd xmm,xmm,xmm/m,ib/ub                  | EVEX.128.66.0F3A.W1 50 /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3796  | 1       | vrangepd          | vrangepd xmm,xmm,xmm/m,ib/ub                  | EVEX.128.66.0F3A.W1 50 /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3796  | 2       | vrangepd          | vrangepd xmm,xmm,xmm/m,ib/ub                  | EVEX.128.66.0F3A.W1 50 /r ib  | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 3796  | 3       | vrangepd          | vrangepd xmm,xmm,xmm/m,ib/ub                  | EVEX.128.66.0F3A.W1 50 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3797  | 0       | vrangepd          | vrangepd ymm,ymm,ymm/m,ib/ub                  | EVEX.256.66.0F3A.W1 50 /r ib  | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3797  | 1       | vrangepd          | vrangepd ymm,ymm,ymm/m,ib/ub                  | EVEX.256.66.0F3A.W1 50 /r ib  | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3797  | 2       | vrangepd          | vrangepd ymm,ymm,ymm/m,ib/ub                  | EVEX.256.66.0F3A.W1 50 /r ib  | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 3797  | 3       | vrangepd          | vrangepd ymm,ymm,ymm/m,ib/ub                  | EVEX.256.66.0F3A.W1 50 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3798  | 0       | vrangepd          | vrangepd zmm,zmm,zmm/m,ib/ub                  | EVEX.512.66.0F3A.W1 50 /r ib  | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3798  | 1       | vrangepd          | vrangepd zmm,zmm,zmm/m,ib/ub                  | EVEX.512.66.0F3A.W1 50 /r ib  | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3798  | 2       | vrangepd          | vrangepd zmm,zmm,zmm/m,ib/ub                  | EVEX.512.66.0F3A.W1 50 /r ib  | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 3798  | 3       | vrangepd          | vrangepd zmm,zmm,zmm/m,ib/ub                  | EVEX.512.66.0F3A.W1 50 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3799  | 0       | vrangeps          | vrangeps xmm,xmm,xmm/m,ib/ub                  | EVEX.128.66.0F3A.W0 50 /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3799  | 1       | vrangeps          | vrangeps xmm,xmm,xmm/m,ib/ub                  | EVEX.128.66.0F3A.W0 50 /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3799  | 2       | vrangeps          | vrangeps xmm,xmm,xmm/m,ib/ub                  | EVEX.128.66.0F3A.W0 50 /r ib  | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 3799  | 3       | vrangeps          | vrangeps xmm,xmm,xmm/m,ib/ub                  | EVEX.128.66.0F3A.W0 50 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3800  | 0       | vrangeps          | vrangeps ymm,ymm,ymm/m,ib/ub                  | EVEX.256.66.0F3A.W0 50 /r ib  | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3800  | 1       | vrangeps          | vrangeps ymm,ymm,ymm/m,ib/ub                  | EVEX.256.66.0F3A.W0 50 /r ib  | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3800  | 2       | vrangeps          | vrangeps ymm,ymm,ymm/m,ib/ub                  | EVEX.256.66.0F3A.W0 50 /r ib  | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 3800  | 3       | vrangeps          | vrangeps ymm,ymm,ymm/m,ib/ub                  | EVEX.256.66.0F3A.W0 50 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3801  | 0       | vrangeps          | vrangeps zmm,zmm,zmm/m,ib/ub                  | EVEX.512.66.0F3A.W0 50 /r ib  | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3801  | 1       | vrangeps          | vrangeps zmm,zmm,zmm/m,ib/ub                  | EVEX.512.66.0F3A.W0 50 /r ib  | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3801  | 2       | vrangeps          | vrangeps zmm,zmm,zmm/m,ib/ub                  | EVEX.512.66.0F3A.W0 50 /r ib  | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 3801  | 3       | vrangeps          | vrangeps zmm,zmm,zmm/m,ib/ub                  | EVEX.512.66.0F3A.W0 50 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3802  | 0       | vrangesd          | vrangesd xmm,xmm,xmm/m,ib/ub                  | EVEX.LIG.66.0F3A.W1 51 /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3802  | 1       | vrangesd          | vrangesd xmm,xmm,xmm/m,ib/ub                  | EVEX.LIG.66.0F3A.W1 51 /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 64       | 64       |
| 3802  | 2       | vrangesd          | vrangesd xmm,xmm,xmm/m,ib/ub                  | EVEX.LIG.66.0F3A.W1 51 /r ib  | reg/mem | xmm/m64  | xmm   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 3802  | 3       | vrangesd          | vrangesd xmm,xmm,xmm/m,ib/ub                  | EVEX.LIG.66.0F3A.W1 51 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3803  | 0       | vrangess          | vrangess xmm,xmm,xmm/m,ib/ub                  | EVEX.LIG.66.0F3A.W0 51 /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3803  | 1       | vrangess          | vrangess xmm,xmm,xmm/m,ib/ub                  | EVEX.LIG.66.0F3A.W0 51 /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 32       | 96       |
| 3803  | 2       | vrangess          | vrangess xmm,xmm,xmm/m,ib/ub                  | EVEX.LIG.66.0F3A.W0 51 /r ib  | reg/mem | xmm/m32  | xmm   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 3803  | 3       | vrangess          | vrangess xmm,xmm,xmm/m,ib/ub                  | EVEX.LIG.66.0F3A.W0 51 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3804  | 0       | vrcp14pd          | vrcp14pd xmm,xmm/m                            | EVEX.128.66.0F38.W1 4C /r     | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3804  | 1       | vrcp14pd          | vrcp14pd xmm,xmm/m                            | EVEX.128.66.0F38.W1 4C /r     | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 3805  | 0       | vrcp14pd          | vrcp14pd ymm,ymm/m                            | EVEX.256.66.0F38.W1 4C /r     | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3805  | 1       | vrcp14pd          | vrcp14pd ymm,ymm/m                            | EVEX.256.66.0F38.W1 4C /r     | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 3806  | 0       | vrcp14pd          | vrcp14pd zmm,zmm/m                            | EVEX.512.66.0F38.W1 4C /r     | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3806  | 1       | vrcp14pd          | vrcp14pd zmm,zmm/m                            | EVEX.512.66.0F38.W1 4C /r     | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 3807  | 0       | vrcp14ps          | vrcp14ps xmm,xmm/m                            | EVEX.128.66.0F38.W0 4C /r     | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3807  | 1       | vrcp14ps          | vrcp14ps xmm,xmm/m                            | EVEX.128.66.0F38.W0 4C /r     | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 3808  | 0       | vrcp14ps          | vrcp14ps ymm,ymm/m                            | EVEX.256.66.0F38.W0 4C /r     | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3808  | 1       | vrcp14ps          | vrcp14ps ymm,ymm/m                            | EVEX.256.66.0F38.W0 4C /r     | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 3809  | 0       | vrcp14ps          | vrcp14ps zmm,zmm/m                            | EVEX.512.66.0F38.W0 4C /r     | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3809  | 1       | vrcp14ps          | vrcp14ps zmm,zmm/m                            | EVEX.512.66.0F38.W0 4C /r     | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 3810  | 0       | vrcp14sd          | vrcp14sd xmm,xmm,xmm/m                        | EVEX.LIG.66.0F38.W1 4D /r     | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3810  | 1       | vrcp14sd          | vrcp14sd xmm,xmm,xmm/m                        | EVEX.LIG.66.0F38.W1 4D /r     | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 64       | 64       |
| 3810  | 2       | vrcp14sd          | vrcp14sd xmm,xmm,xmm/m                        | EVEX.LIG.66.0F38.W1 4D /r     | reg/mem | xmm/m64  | xmm   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 3811  | 0       | vrcp14ss          | vrcp14ss xmm,xmm,xmm/m                        | EVEX.LIG.66.0F38.W0 4D /r     | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3811  | 1       | vrcp14ss          | vrcp14ss xmm,xmm,xmm/m                        | EVEX.LIG.66.0F38.W0 4D /r     | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 32       | 96       |
| 3811  | 2       | vrcp14ss          | vrcp14ss xmm,xmm,xmm/m                        | EVEX.LIG.66.0F38.W0 4D /r     | reg/mem | xmm/m32  | xmm   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 3812  | 0       | vrcp28pd          | vrcp28pd zmm,zmm/m                            | EVEX.512.66.0F38.W1 CA /r     | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3812  | 1       | vrcp28pd          | vrcp28pd zmm,zmm/m                            | EVEX.512.66.0F38.W1 CA /r     | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
