Type        | PartId                                                                | Defines identifiers for assemblies that comprise this ... monstrosity?
Field       | Z0.Asm.OpCodeId.Psubsb_xmm_xmmm128                                    | <c>PSUBSB xmm1, xmm2/m128</c><br />            <br />            <c>66 0F E8 /r</c><br />            <br />            <c>SSE2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpsubsb_xmm_xmm_xmmm128                           | <c>VPSUBSB xmm1, xmm2, xmm3/m128</c><br />            <br />            <c>VEX.128.66.0F.WIG E8 /r</c><br />            <br />            <c>AVX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpsubsb_ymm_ymm_ymmm256                           | <c>VPSUBSB ymm1, ymm2, ymm3/m256</c><br />            <br />            <c>VEX.256.66.0F.WIG E8 /r</c><br />            <br />            <c>AVX2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpsubsb_xmm_k1z_xmm_xmmm128                      | <c>VPSUBSB xmm1 {k1}{z}, xmm2, xmm3/m128</c><br />            <br />            <c>EVEX.128.66.0F.WIG E8 /r</c><br />            <br />            <c>AVX512VL and AVX512BW</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpsubsb_ymm_k1z_ymm_ymmm256                      | <c>VPSUBSB ymm1 {k1}{z}, ymm2, ymm3/m256</c><br />            <br />            <c>EVEX.256.66.0F.WIG E8 /r</c><br />            <br />            <c>AVX512VL and AVX512BW</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpsubsb_zmm_k1z_zmm_zmmm512                      | <c>VPSUBSB zmm1 {k1}{z}, zmm2, zmm3/m512</c><br />            <br />            <c>EVEX.512.66.0F.WIG E8 /r</c><br />            <br />            <c>AVX512BW</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Psubsw_mm_mmm64                                       | <c>PSUBSW mm, mm/m64</c><br />            <br />            <c>NP 0F E9 /r</c><br />            <br />            <c>MMX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Psubsw_xmm_xmmm128                                    | <c>PSUBSW xmm1, xmm2/m128</c><br />            <br />            <c>66 0F E9 /r</c><br />            <br />            <c>SSE2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpsubsw_xmm_xmm_xmmm128                           | <c>VPSUBSW xmm1, xmm2, xmm3/m128</c><br />            <br />            <c>VEX.128.66.0F.WIG E9 /r</c><br />            <br />            <c>AVX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpsubsw_ymm_ymm_ymmm256                           | <c>VPSUBSW ymm1, ymm2, ymm3/m256</c><br />            <br />            <c>VEX.256.66.0F.WIG E9 /r</c><br />            <br />            <c>AVX2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpsubsw_xmm_k1z_xmm_xmmm128                      | <c>VPSUBSW xmm1 {k1}{z}, xmm2, xmm3/m128</c><br />            <br />            <c>EVEX.128.66.0F.WIG E9 /r</c><br />            <br />            <c>AVX512VL and AVX512BW</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpsubsw_ymm_k1z_ymm_ymmm256                      | <c>VPSUBSW ymm1 {k1}{z}, ymm2, ymm3/m256</c><br />            <br />            <c>EVEX.256.66.0F.WIG E9 /r</c><br />            <br />            <c>AVX512VL and AVX512BW</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpsubsw_zmm_k1z_zmm_zmmm512                      | <c>VPSUBSW zmm1 {k1}{z}, zmm2, zmm3/m512</c><br />            <br />            <c>EVEX.512.66.0F.WIG E9 /r</c><br />            <br />            <c>AVX512BW</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Pminsw_mm_mmm64                                       | <c>PMINSW mm1, mm2/m64</c><br />            <br />            <c>NP 0F EA /r</c><br />            <br />            <c>SSE</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Pminsw_xmm_xmmm128                                    | <c>PMINSW xmm1, xmm2/m128</c><br />            <br />            <c>66 0F EA /r</c><br />            <br />            <c>SSE2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpminsw_xmm_xmm_xmmm128                           | <c>VPMINSW xmm1, xmm2, xmm3/m128</c><br />            <br />            <c>VEX.128.66.0F.WIG EA /r</c><br />            <br />            <c>AVX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpminsw_ymm_ymm_ymmm256                           | <c>VPMINSW ymm1, ymm2, ymm3/m256</c><br />            <br />            <c>VEX.256.66.0F.WIG EA /r</c><br />            <br />            <c>AVX2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpminsw_xmm_k1z_xmm_xmmm128                      | <c>VPMINSW xmm1 {k1}{z}, xmm2, xmm3/m128</c><br />            <br />            <c>EVEX.128.66.0F.WIG EA /r</c><br />            <br />            <c>AVX512VL and AVX512BW</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpminsw_ymm_k1z_ymm_ymmm256                      | <c>VPMINSW ymm1 {k1}{z}, ymm2, ymm3/m256</c><br />            <br />            <c>EVEX.256.66.0F.WIG EA /r</c><br />            <br />            <c>AVX512VL and AVX512BW</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpminsw_zmm_k1z_zmm_zmmm512                      | <c>VPMINSW zmm1 {k1}{z}, zmm2, zmm3/m512</c><br />            <br />            <c>EVEX.512.66.0F.WIG EA /r</c><br />            <br />            <c>AVX512BW</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Por_mm_mmm64                                          | <c>POR mm, mm/m64</c><br />            <br />            <c>NP 0F EB /r</c><br />            <br />            <c>MMX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Por_xmm_xmmm128                                       | <c>POR xmm1, xmm2/m128</c><br />            <br />            <c>66 0F EB /r</c><br />            <br />            <c>SSE2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpor_xmm_xmm_xmmm128                              | <c>VPOR xmm1, xmm2, xmm3/m128</c><br />            <br />            <c>VEX.128.66.0F.WIG EB /r</c><br />            <br />            <c>AVX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpor_ymm_ymm_ymmm256                              | <c>VPOR ymm1, ymm2, ymm3/m256</c><br />            <br />            <c>VEX.256.66.0F.WIG EB /r</c><br />            <br />            <c>AVX2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpord_xmm_k1z_xmm_xmmm128b32                     | <c>VPORD xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst</c><br />            <br />            <c>EVEX.128.66.0F.W0 EB /r</c><br />            <br />            <c>AVX512VL and AVX512F</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpord_ymm_k1z_ymm_ymmm256b32                     | <c>VPORD ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst</c><br />            <br />            <c>EVEX.256.66.0F.W0 EB /r</c><br />            <br />            <c>AVX512VL and AVX512F</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpord_zmm_k1z_zmm_zmmm512b32                     | <c>VPORD zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst</c><br />            <br />            <c>EVEX.512.66.0F.W0 EB /r</c><br />            <br />            <c>AVX512F</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vporq_xmm_k1z_xmm_xmmm128b64                     | <c>VPORQ xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst</c><br />            <br />            <c>EVEX.128.66.0F.W1 EB /r</c><br />            <br />            <c>AVX512VL and AVX512F</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vporq_ymm_k1z_ymm_ymmm256b64                     | <c>VPORQ ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst</c><br />            <br />            <c>EVEX.256.66.0F.W1 EB /r</c><br />            <br />            <c>AVX512VL and AVX512F</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vporq_zmm_k1z_zmm_zmmm512b64                     | <c>VPORQ zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst</c><br />            <br />            <c>EVEX.512.66.0F.W1 EB /r</c><br />            <br />            <c>AVX512F</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Paddsb_mm_mmm64                                       | <c>PADDSB mm, mm/m64</c><br />            <br />            <c>NP 0F EC /r</c><br />            <br />            <c>MMX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Paddsb_xmm_xmmm128                                    | <c>PADDSB xmm1, xmm2/m128</c><br />            <br />            <c>66 0F EC /r</c><br />            <br />            <c>SSE2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpaddsb_xmm_xmm_xmmm128                           | <c>VPADDSB xmm1, xmm2, xmm3/m128</c><br />            <br />            <c>VEX.128.66.0F.WIG EC /r</c><br />            <br />            <c>AVX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpaddsb_ymm_ymm_ymmm256                           | <c>VPADDSB ymm1, ymm2, ymm3/m256</c><br />            <br />            <c>VEX.256.66.0F.WIG EC /r</c><br />            <br />            <c>AVX2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpaddsb_xmm_k1z_xmm_xmmm128                      | <c>VPADDSB xmm1 {k1}{z}, xmm2, xmm3/m128</c><br />            <br />            <c>EVEX.128.66.0F.WIG EC /r</c><br />            <br />            <c>AVX512VL and AVX512BW</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpaddsb_ymm_k1z_ymm_ymmm256                      | <c>VPADDSB ymm1 {k1}{z}, ymm2, ymm3/m256</c><br />            <br />            <c>EVEX.256.66.0F.WIG EC /r</c><br />            <br />            <c>AVX512VL and AVX512BW</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpaddsb_zmm_k1z_zmm_zmmm512                      | <c>VPADDSB zmm1 {k1}{z}, zmm2, zmm3/m512</c><br />            <br />            <c>EVEX.512.66.0F.WIG EC /r</c><br />            <br />            <c>AVX512BW</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Paddsw_mm_mmm64                                       | <c>PADDSW mm, mm/m64</c><br />            <br />            <c>NP 0F ED /r</c><br />            <br />            <c>MMX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Paddsw_xmm_xmmm128                                    | <c>PADDSW xmm1, xmm2/m128</c><br />            <br />            <c>66 0F ED /r</c><br />            <br />            <c>SSE2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpaddsw_xmm_xmm_xmmm128                           | <c>VPADDSW xmm1, xmm2, xmm3/m128</c><br />            <br />            <c>VEX.128.66.0F.WIG ED /r</c><br />            <br />            <c>AVX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpaddsw_ymm_ymm_ymmm256                           | <c>VPADDSW ymm1, ymm2, ymm3/m256</c><br />            <br />            <c>VEX.256.66.0F.WIG ED /r</c><br />            <br />            <c>AVX2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpaddsw_xmm_k1z_xmm_xmmm128                      | <c>VPADDSW xmm1 {k1}{z}, xmm2, xmm3/m128</c><br />            <br />            <c>EVEX.128.66.0F.WIG ED /r</c><br />            <br />            <c>AVX512VL and AVX512BW</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpaddsw_ymm_k1z_ymm_ymmm256                      | <c>VPADDSW ymm1 {k1}{z}, ymm2, ymm3/m256</c><br />            <br />            <c>EVEX.256.66.0F.WIG ED /r</c><br />            <br />            <c>AVX512VL and AVX512BW</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpaddsw_zmm_k1z_zmm_zmmm512                      | <c>VPADDSW zmm1 {k1}{z}, zmm2, zmm3/m512</c><br />            <br />            <c>EVEX.512.66.0F.WIG ED /r</c><br />            <br />            <c>AVX512BW</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Pmaxsw_mm_mmm64                                       | <c>PMAXSW mm1, mm2/m64</c><br />            <br />            <c>NP 0F EE /r</c><br />            <br />            <c>SSE</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Pmaxsw_xmm_xmmm128                                    | <c>PMAXSW xmm1, xmm2/m128</c><br />            <br />            <c>66 0F EE /r</c><br />            <br />            <c>SSE2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpmaxsw_xmm_xmm_xmmm128                           | <c>VPMAXSW xmm1, xmm2, xmm3/m128</c><br />            <br />            <c>VEX.128.66.0F.WIG EE /r</c><br />            <br />            <c>AVX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpmaxsw_ymm_ymm_ymmm256                           | <c>VPMAXSW ymm1, ymm2, ymm3/m256</c><br />            <br />            <c>VEX.256.66.0F.WIG EE /r</c><br />            <br />            <c>AVX2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpmaxsw_xmm_k1z_xmm_xmmm128                      | <c>VPMAXSW xmm1 {k1}{z}, xmm2, xmm3/m128</c><br />            <br />            <c>EVEX.128.66.0F.WIG EE /r</c><br />            <br />            <c>AVX512VL and AVX512BW</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpmaxsw_ymm_k1z_ymm_ymmm256                      | <c>VPMAXSW ymm1 {k1}{z}, ymm2, ymm3/m256</c><br />            <br />            <c>EVEX.256.66.0F.WIG EE /r</c><br />            <br />            <c>AVX512VL and AVX512BW</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpmaxsw_zmm_k1z_zmm_zmmm512                      | <c>VPMAXSW zmm1 {k1}{z}, zmm2, zmm3/m512</c><br />            <br />            <c>EVEX.512.66.0F.WIG EE /r</c><br />            <br />            <c>AVX512BW</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Pxor_mm_mmm64                                         | <c>PXOR mm, mm/m64</c><br />            <br />            <c>NP 0F EF /r</c><br />            <br />            <c>MMX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Pxor_xmm_xmmm128                                      | <c>PXOR xmm1, xmm2/m128</c><br />            <br />            <c>66 0F EF /r</c><br />            <br />            <c>SSE2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpxor_xmm_xmm_xmmm128                             | <c>VPXOR xmm1, xmm2, xmm3/m128</c><br />            <br />            <c>VEX.128.66.0F.WIG EF /r</c><br />            <br />            <c>AVX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpxor_ymm_ymm_ymmm256                             | <c>VPXOR ymm1, ymm2, ymm3/m256</c><br />            <br />            <c>VEX.256.66.0F.WIG EF /r</c><br />            <br />            <c>AVX2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpxord_xmm_k1z_xmm_xmmm128b32                    | <c>VPXORD xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst</c><br />            <br />            <c>EVEX.128.66.0F.W0 EF /r</c><br />            <br />            <c>AVX512VL and AVX512F</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpxord_ymm_k1z_ymm_ymmm256b32                    | <c>VPXORD ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst</c><br />            <br />            <c>EVEX.256.66.0F.W0 EF /r</c><br />            <br />            <c>AVX512VL and AVX512F</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpxord_zmm_k1z_zmm_zmmm512b32                    | <c>VPXORD zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst</c><br />            <br />            <c>EVEX.512.66.0F.W0 EF /r</c><br />            <br />            <c>AVX512F</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpxorq_xmm_k1z_xmm_xmmm128b64                    | <c>VPXORQ xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst</c><br />            <br />            <c>EVEX.128.66.0F.W1 EF /r</c><br />            <br />            <c>AVX512VL and AVX512F</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpxorq_ymm_k1z_ymm_ymmm256b64                    | <c>VPXORQ ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst</c><br />            <br />            <c>EVEX.256.66.0F.W1 EF /r</c><br />            <br />            <c>AVX512VL and AVX512F</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpxorq_zmm_k1z_zmm_zmmm512b64                    | <c>VPXORQ zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst</c><br />            <br />            <c>EVEX.512.66.0F.W1 EF /r</c><br />            <br />            <c>AVX512F</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Lddqu_xmm_m128                                        | <c>LDDQU xmm1, m128</c><br />            <br />            <c>F2 0F F0 /r</c><br />            <br />            <c>SSE3</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vlddqu_xmm_m128                                   | <c>VLDDQU xmm1, m128</c><br />            <br />            <c>VEX.128.F2.0F.WIG F0 /r</c><br />            <br />            <c>AVX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vlddqu_ymm_m256                                   | <c>VLDDQU ymm1, m256</c><br />            <br />            <c>VEX.256.F2.0F.WIG F0 /r</c><br />            <br />            <c>AVX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Psllw_mm_mmm64                                        | <c>PSLLW mm, mm/m64</c><br />            <br />            <c>NP 0F F1 /r</c><br />            <br />            <c>MMX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Psllw_xmm_xmmm128                                     | <c>PSLLW xmm1, xmm2/m128</c><br />            <br />            <c>66 0F F1 /r</c><br />            <br />            <c>SSE2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpsllw_xmm_xmm_xmmm128                            | <c>VPSLLW xmm1, xmm2, xmm3/m128</c><br />            <br />            <c>VEX.128.66.0F.WIG F1 /r</c><br />            <br />            <c>AVX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpsllw_ymm_ymm_xmmm128                            | <c>VPSLLW ymm1, ymm2, xmm3/m128</c><br />            <br />            <c>VEX.256.66.0F.WIG F1 /r</c><br />            <br />            <c>AVX2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpsllw_xmm_k1z_xmm_xmmm128                       | <c>VPSLLW xmm1 {k1}{z}, xmm2, xmm3/m128</c><br />            <br />            <c>EVEX.128.66.0F.WIG F1 /r</c><br />            <br />            <c>AVX512VL and AVX512BW</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpsllw_ymm_k1z_ymm_xmmm128                       | <c>VPSLLW ymm1 {k1}{z}, ymm2, xmm3/m128</c><br />            <br />            <c>EVEX.256.66.0F.WIG F1 /r</c><br />            <br />            <c>AVX512VL and AVX512BW</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpsllw_zmm_k1z_zmm_xmmm128                       | <c>VPSLLW zmm1 {k1}{z}, zmm2, xmm3/m128</c><br />            <br />            <c>EVEX.512.66.0F.WIG F1 /r</c><br />            <br />            <c>AVX512BW</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Pslld_mm_mmm64                                        | <c>PSLLD mm, mm/m64</c><br />            <br />            <c>NP 0F F2 /r</c><br />            <br />            <c>MMX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Pslld_xmm_xmmm128                                     | <c>PSLLD xmm1, xmm2/m128</c><br />            <br />            <c>66 0F F2 /r</c><br />            <br />            <c>SSE2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpslld_xmm_xmm_xmmm128                            | <c>VPSLLD xmm1, xmm2, xmm3/m128</c><br />            <br />            <c>VEX.128.66.0F.WIG F2 /r</c><br />            <br />            <c>AVX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpslld_ymm_ymm_xmmm128                            | <c>VPSLLD ymm1, ymm2, xmm3/m128</c><br />            <br />            <c>VEX.256.66.0F.WIG F2 /r</c><br />            <br />            <c>AVX2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpslld_xmm_k1z_xmm_xmmm128                       | <c>VPSLLD xmm1 {k1}{z}, xmm2, xmm3/m128</c><br />            <br />            <c>EVEX.128.66.0F.W0 F2 /r</c><br />            <br />            <c>AVX512VL and AVX512F</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpslld_ymm_k1z_ymm_xmmm128                       | <c>VPSLLD ymm1 {k1}{z}, ymm2, xmm3/m128</c><br />            <br />            <c>EVEX.256.66.0F.W0 F2 /r</c><br />            <br />            <c>AVX512VL and AVX512F</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpslld_zmm_k1z_zmm_xmmm128                       | <c>VPSLLD zmm1 {k1}{z}, zmm2, xmm3/m128</c><br />            <br />            <c>EVEX.512.66.0F.W0 F2 /r</c><br />            <br />            <c>AVX512F</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Psllq_mm_mmm64                                        | <c>PSLLQ mm, mm/m64</c><br />            <br />            <c>NP 0F F3 /r</c><br />            <br />            <c>MMX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Psllq_xmm_xmmm128                                     | <c>PSLLQ xmm1, xmm2/m128</c><br />            <br />            <c>66 0F F3 /r</c><br />            <br />            <c>SSE2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpsllq_xmm_xmm_xmmm128                            | <c>VPSLLQ xmm1, xmm2, xmm3/m128</c><br />            <br />            <c>VEX.128.66.0F.WIG F3 /r</c><br />            <br />            <c>AVX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpsllq_ymm_ymm_xmmm128                            | <c>VPSLLQ ymm1, ymm2, xmm3/m128</c><br />            <br />            <c>VEX.256.66.0F.WIG F3 /r</c><br />            <br />            <c>AVX2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpsllq_xmm_k1z_xmm_xmmm128                       | <c>VPSLLQ xmm1 {k1}{z}, xmm2, xmm3/m128</c><br />            <br />            <c>EVEX.128.66.0F.W1 F3 /r</c><br />            <br />            <c>AVX512VL and AVX512F</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpsllq_ymm_k1z_ymm_xmmm128                       | <c>VPSLLQ ymm1 {k1}{z}, ymm2, xmm3/m128</c><br />            <br />            <c>EVEX.256.66.0F.W1 F3 /r</c><br />            <br />            <c>AVX512VL and AVX512F</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpsllq_zmm_k1z_zmm_xmmm128                       | <c>VPSLLQ zmm1 {k1}{z}, zmm2, xmm3/m128</c><br />            <br />            <c>EVEX.512.66.0F.W1 F3 /r</c><br />            <br />            <c>AVX512F</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Pmuludq_mm_mmm64                                      | <c>PMULUDQ mm1, mm2/m64</c><br />            <br />            <c>NP 0F F4 /r</c><br />            <br />            <c>SSE2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Pmuludq_xmm_xmmm128                                   | <c>PMULUDQ xmm1, xmm2/m128</c><br />            <br />            <c>66 0F F4 /r</c><br />            <br />            <c>SSE2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpmuludq_xmm_xmm_xmmm128                          | <c>VPMULUDQ xmm1, xmm2, xmm3/m128</c><br />            <br />            <c>VEX.128.66.0F.WIG F4 /r</c><br />            <br />            <c>AVX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.VEX_Vpmuludq_ymm_ymm_ymmm256                          | <c>VPMULUDQ ymm1, ymm2, ymm3/m256</c><br />            <br />            <c>VEX.256.66.0F.WIG F4 /r</c><br />            <br />            <c>AVX2</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpmuludq_xmm_k1z_xmm_xmmm128b64                  | <c>VPMULUDQ xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst</c><br />            <br />            <c>EVEX.128.66.0F.W1 F4 /r</c><br />            <br />            <c>AVX512VL and AVX512F</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpmuludq_ymm_k1z_ymm_ymmm256b64                  | <c>VPMULUDQ ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst</c><br />            <br />            <c>EVEX.256.66.0F.W1 F4 /r</c><br />            <br />            <c>AVX512VL and AVX512F</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.EVEX_Vpmuludq_zmm_k1z_zmm_zmmm512b64                  | <c>VPMULUDQ zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst</c><br />            <br />            <c>EVEX.512.66.0F.W1 F4 /r</c><br />            <br />            <c>AVX512F</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Pmaddwd_mm_mmm64                                      | <c>PMADDWD mm, mm/m64</c><br />            <br />            <c>NP 0F F5 /r</c><br />            <br />            <c>MMX</c><br />            <br />            <c>16/32/64-bit</c>
Field       | Z0.Asm.OpCodeId.Pmaddwd_xmm_xmmm128                                   | <c>PMADDWD xmm1, xmm2/m128</c><br />            <br />            <c>66 0F F5 /r</c><br />            <br />            <c>SSE2</c><br />            <br />            <c>16/32/64-bit</c>
