Mnemonic         | Expression                     | Instruction                              | Modes            | CpuId      | OpCodeId  
VPSCATTERDQ      | EVEX.128.66.0F38.W1 A0 /vsib   | VPSCATTERDQ vm32x {k1}, xmm1             | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpscatterdq_vm32x_k1_xmm
VPSCATTERDQ      | EVEX.256.66.0F38.W1 A0 /vsib   | VPSCATTERDQ vm32x {k1}, ymm1             | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpscatterdq_vm32x_k1_ymm
VPSCATTERDQ      | EVEX.512.66.0F38.W1 A0 /vsib   | VPSCATTERDQ vm32y {k1}, zmm1             | 16/32/64-bit     | AVX512F    | EVEX_Vpscatterdq_vm32y_k1_zmm
VPSCATTERQD      | EVEX.128.66.0F38.W0 A1 /vsib   | VPSCATTERQD vm64x {k1}, xmm1             | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpscatterqd_vm64x_k1_xmm
VPSCATTERQD      | EVEX.256.66.0F38.W0 A1 /vsib   | VPSCATTERQD vm64y {k1}, xmm1             | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpscatterqd_vm64y_k1_xmm
VPSCATTERQD      | EVEX.512.66.0F38.W0 A1 /vsib   | VPSCATTERQD vm64z {k1}, ymm1             | 16/32/64-bit     | AVX512F    | EVEX_Vpscatterqd_vm64z_k1_ymm
VPSCATTERQQ      | EVEX.128.66.0F38.W1 A1 /vsib   | VPSCATTERQQ vm64x {k1}, xmm1             | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpscatterqq_vm64x_k1_xmm
VPSCATTERQQ      | EVEX.256.66.0F38.W1 A1 /vsib   | VPSCATTERQQ vm64y {k1}, ymm1             | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpscatterqq_vm64y_k1_ymm
VPSCATTERQQ      | EVEX.512.66.0F38.W1 A1 /vsib   | VPSCATTERQQ vm64z {k1}, zmm1             | 16/32/64-bit     | AVX512F    | EVEX_Vpscatterqq_vm64z_k1_zmm
VPSHAB           | XOP.128.X9.W0 98 /r            | VPSHAB xmm1, xmm2/m128, xmm3             | 16/32/64-bit     | XOP        | XOP_Vpshab_xmm_xmmm128_xmm
VPSHAB           | XOP.128.X9.W1 98 /r            | VPSHAB xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | XOP        | XOP_Vpshab_xmm_xmm_xmmm128
VPSHAD           | XOP.128.X9.W0 9A /r            | VPSHAD xmm1, xmm2/m128, xmm3             | 16/32/64-bit     | XOP        | XOP_Vpshad_xmm_xmmm128_xmm
VPSHAD           | XOP.128.X9.W1 9A /r            | VPSHAD xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | XOP        | XOP_Vpshad_xmm_xmm_xmmm128
VPSHAQ           | XOP.128.X9.W0 9B /r            | VPSHAQ xmm1, xmm2/m128, xmm3             | 16/32/64-bit     | XOP        | XOP_Vpshaq_xmm_xmmm128_xmm
VPSHAQ           | XOP.128.X9.W1 9B /r            | VPSHAQ xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | XOP        | XOP_Vpshaq_xmm_xmm_xmmm128
VPSHAW           | XOP.128.X9.W0 99 /r            | VPSHAW xmm1, xmm2/m128, xmm3             | 16/32/64-bit     | XOP        | XOP_Vpshaw_xmm_xmmm128_xmm
VPSHAW           | XOP.128.X9.W1 99 /r            | VPSHAW xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | XOP        | XOP_Vpshaw_xmm_xmm_xmmm128
VPSHLB           | XOP.128.X9.W0 94 /r            | VPSHLB xmm1, xmm2/m128, xmm3             | 16/32/64-bit     | XOP        | XOP_Vpshlb_xmm_xmmm128_xmm
VPSHLB           | XOP.128.X9.W1 94 /r            | VPSHLB xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | XOP        | XOP_Vpshlb_xmm_xmm_xmmm128
VPSHLD           | XOP.128.X9.W0 96 /r            | VPSHLD xmm1, xmm2/m128, xmm3             | 16/32/64-bit     | XOP        | XOP_Vpshld_xmm_xmmm128_xmm
VPSHLD           | XOP.128.X9.W1 96 /r            | VPSHLD xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | XOP        | XOP_Vpshld_xmm_xmm_xmmm128
VPSHLDD          | EVEX.128.66.0F3A.W0 71 /r ib   | VPSHLDD xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshldd_xmm_k1z_xmm_xmmm128b32_imm8
VPSHLDD          | EVEX.256.66.0F3A.W0 71 /r ib   | VPSHLDD ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshldd_ymm_k1z_ymm_ymmm256b32_imm8
VPSHLDD          | EVEX.512.66.0F3A.W0 71 /r ib   | VPSHLDD zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst, imm8 | 16/32/64-bit     | AVX512_VBMI2 | EVEX_Vpshldd_zmm_k1z_zmm_zmmm512b32_imm8
VPSHLDQ          | EVEX.128.66.0F3A.W1 71 /r ib   | VPSHLDQ xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshldq_xmm_k1z_xmm_xmmm128b64_imm8
VPSHLDQ          | EVEX.256.66.0F3A.W1 71 /r ib   | VPSHLDQ ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshldq_ymm_k1z_ymm_ymmm256b64_imm8
VPSHLDQ          | EVEX.512.66.0F3A.W1 71 /r ib   | VPSHLDQ zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst, imm8 | 16/32/64-bit     | AVX512_VBMI2 | EVEX_Vpshldq_zmm_k1z_zmm_zmmm512b64_imm8
VPSHLDVD         | EVEX.128.66.0F38.W0 71 /r      | VPSHLDVD xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshldvd_xmm_k1z_xmm_xmmm128b32
VPSHLDVD         | EVEX.256.66.0F38.W0 71 /r      | VPSHLDVD ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshldvd_ymm_k1z_ymm_ymmm256b32
VPSHLDVD         | EVEX.512.66.0F38.W0 71 /r      | VPSHLDVD zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst | 16/32/64-bit     | AVX512_VBMI2 | EVEX_Vpshldvd_zmm_k1z_zmm_zmmm512b32
VPSHLDVQ         | EVEX.128.66.0F38.W1 71 /r      | VPSHLDVQ xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshldvq_xmm_k1z_xmm_xmmm128b64
VPSHLDVQ         | EVEX.256.66.0F38.W1 71 /r      | VPSHLDVQ ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshldvq_ymm_k1z_ymm_ymmm256b64
VPSHLDVQ         | EVEX.512.66.0F38.W1 71 /r      | VPSHLDVQ zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst | 16/32/64-bit     | AVX512_VBMI2 | EVEX_Vpshldvq_zmm_k1z_zmm_zmmm512b64
VPSHLDVW         | EVEX.128.66.0F38.W1 70 /r      | VPSHLDVW xmm1 {k1}{z}, xmm2, xmm3/m128   | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshldvw_xmm_k1z_xmm_xmmm128
VPSHLDVW         | EVEX.256.66.0F38.W1 70 /r      | VPSHLDVW ymm1 {k1}{z}, ymm2, ymm3/m256   | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshldvw_ymm_k1z_ymm_ymmm256
VPSHLDVW         | EVEX.512.66.0F38.W1 70 /r      | VPSHLDVW zmm1 {k1}{z}, zmm2, zmm3/m512   | 16/32/64-bit     | AVX512_VBMI2 | EVEX_Vpshldvw_zmm_k1z_zmm_zmmm512
VPSHLDW          | EVEX.128.66.0F3A.W1 70 /r ib   | VPSHLDW xmm1 {k1}{z}, xmm2, xmm3/m128, imm8 | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshldw_xmm_k1z_xmm_xmmm128_imm8
VPSHLDW          | EVEX.256.66.0F3A.W1 70 /r ib   | VPSHLDW ymm1 {k1}{z}, ymm2, ymm3/m256, imm8 | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshldw_ymm_k1z_ymm_ymmm256_imm8
VPSHLDW          | EVEX.512.66.0F3A.W1 70 /r ib   | VPSHLDW zmm1 {k1}{z}, zmm2, zmm3/m512, imm8 | 16/32/64-bit     | AVX512_VBMI2 | EVEX_Vpshldw_zmm_k1z_zmm_zmmm512_imm8
VPSHLQ           | XOP.128.X9.W0 97 /r            | VPSHLQ xmm1, xmm2/m128, xmm3             | 16/32/64-bit     | XOP        | XOP_Vpshlq_xmm_xmmm128_xmm
VPSHLQ           | XOP.128.X9.W1 97 /r            | VPSHLQ xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | XOP        | XOP_Vpshlq_xmm_xmm_xmmm128
VPSHLW           | XOP.128.X9.W0 95 /r            | VPSHLW xmm1, xmm2/m128, xmm3             | 16/32/64-bit     | XOP        | XOP_Vpshlw_xmm_xmmm128_xmm
VPSHLW           | XOP.128.X9.W1 95 /r            | VPSHLW xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | XOP        | XOP_Vpshlw_xmm_xmm_xmmm128
VPSHRDD          | EVEX.128.66.0F3A.W0 73 /r ib   | VPSHRDD xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshrdd_xmm_k1z_xmm_xmmm128b32_imm8
VPSHRDD          | EVEX.256.66.0F3A.W0 73 /r ib   | VPSHRDD ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshrdd_ymm_k1z_ymm_ymmm256b32_imm8
VPSHRDD          | EVEX.512.66.0F3A.W0 73 /r ib   | VPSHRDD zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst, imm8 | 16/32/64-bit     | AVX512_VBMI2 | EVEX_Vpshrdd_zmm_k1z_zmm_zmmm512b32_imm8
VPSHRDQ          | EVEX.128.66.0F3A.W1 73 /r ib   | VPSHRDQ xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshrdq_xmm_k1z_xmm_xmmm128b64_imm8
VPSHRDQ          | EVEX.256.66.0F3A.W1 73 /r ib   | VPSHRDQ ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshrdq_ymm_k1z_ymm_ymmm256b64_imm8
VPSHRDQ          | EVEX.512.66.0F3A.W1 73 /r ib   | VPSHRDQ zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst, imm8 | 16/32/64-bit     | AVX512_VBMI2 | EVEX_Vpshrdq_zmm_k1z_zmm_zmmm512b64_imm8
VPSHRDVD         | EVEX.128.66.0F38.W0 73 /r      | VPSHRDVD xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshrdvd_xmm_k1z_xmm_xmmm128b32
VPSHRDVD         | EVEX.256.66.0F38.W0 73 /r      | VPSHRDVD ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshrdvd_ymm_k1z_ymm_ymmm256b32
VPSHRDVD         | EVEX.512.66.0F38.W0 73 /r      | VPSHRDVD zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst | 16/32/64-bit     | AVX512_VBMI2 | EVEX_Vpshrdvd_zmm_k1z_zmm_zmmm512b32
VPSHRDVQ         | EVEX.128.66.0F38.W1 73 /r      | VPSHRDVQ xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshrdvq_xmm_k1z_xmm_xmmm128b64
VPSHRDVQ         | EVEX.256.66.0F38.W1 73 /r      | VPSHRDVQ ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshrdvq_ymm_k1z_ymm_ymmm256b64
VPSHRDVQ         | EVEX.512.66.0F38.W1 73 /r      | VPSHRDVQ zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst | 16/32/64-bit     | AVX512_VBMI2 | EVEX_Vpshrdvq_zmm_k1z_zmm_zmmm512b64
VPSHRDVW         | EVEX.128.66.0F38.W1 72 /r      | VPSHRDVW xmm1 {k1}{z}, xmm2, xmm3/m128   | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshrdvw_xmm_k1z_xmm_xmmm128
VPSHRDVW         | EVEX.256.66.0F38.W1 72 /r      | VPSHRDVW ymm1 {k1}{z}, ymm2, ymm3/m256   | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshrdvw_ymm_k1z_ymm_ymmm256
VPSHRDVW         | EVEX.512.66.0F38.W1 72 /r      | VPSHRDVW zmm1 {k1}{z}, zmm2, zmm3/m512   | 16/32/64-bit     | AVX512_VBMI2 | EVEX_Vpshrdvw_zmm_k1z_zmm_zmmm512
VPSHRDW          | EVEX.128.66.0F3A.W1 72 /r ib   | VPSHRDW xmm1 {k1}{z}, xmm2, xmm3/m128, imm8 | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshrdw_xmm_k1z_xmm_xmmm128_imm8
VPSHRDW          | EVEX.256.66.0F3A.W1 72 /r ib   | VPSHRDW ymm1 {k1}{z}, ymm2, ymm3/m256, imm8 | 16/32/64-bit     | AVX512VL and AVX512_VBMI2 | EVEX_Vpshrdw_ymm_k1z_ymm_ymmm256_imm8
VPSHRDW          | EVEX.512.66.0F3A.W1 72 /r ib   | VPSHRDW zmm1 {k1}{z}, zmm2, zmm3/m512, imm8 | 16/32/64-bit     | AVX512_VBMI2 | EVEX_Vpshrdw_zmm_k1z_zmm_zmmm512_imm8
VPSHUFB          | VEX.128.66.0F38.WIG 00 /r      | VPSHUFB xmm1, xmm2, xmm3/m128            | 16/32/64-bit     | AVX        | VEX_Vpshufb_xmm_xmm_xmmm128
VPSHUFB          | VEX.256.66.0F38.WIG 00 /r      | VPSHUFB ymm1, ymm2, ymm3/m256            | 16/32/64-bit     | AVX2       | VEX_Vpshufb_ymm_ymm_ymmm256
VPSHUFB          | EVEX.128.66.0F38.WIG 00 /r     | VPSHUFB xmm1 {k1}{z}, xmm2, xmm3/m128    | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpshufb_xmm_k1z_xmm_xmmm128
VPSHUFB          | EVEX.256.66.0F38.WIG 00 /r     | VPSHUFB ymm1 {k1}{z}, ymm2, ymm3/m256    | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpshufb_ymm_k1z_ymm_ymmm256
VPSHUFB          | EVEX.512.66.0F38.WIG 00 /r     | VPSHUFB zmm1 {k1}{z}, zmm2, zmm3/m512    | 16/32/64-bit     | AVX512BW   | EVEX_Vpshufb_zmm_k1z_zmm_zmmm512
VPSHUFBITQMB     | EVEX.128.66.0F38.W0 8F /r      | VPSHUFBITQMB k1 {k2}, xmm2, xmm3/m128    | 16/32/64-bit     | AVX512VL and AVX512_BITALG | EVEX_Vpshufbitqmb_k_k1_xmm_xmmm128
VPSHUFBITQMB     | EVEX.256.66.0F38.W0 8F /r      | VPSHUFBITQMB k1 {k2}, ymm2, ymm3/m256    | 16/32/64-bit     | AVX512VL and AVX512_BITALG | EVEX_Vpshufbitqmb_k_k1_ymm_ymmm256
VPSHUFBITQMB     | EVEX.512.66.0F38.W0 8F /r      | VPSHUFBITQMB k1 {k2}, zmm2, zmm3/m512    | 16/32/64-bit     | AVX512_BITALG | EVEX_Vpshufbitqmb_k_k1_zmm_zmmm512
VPSHUFD          | VEX.128.66.0F.WIG 70 /r ib     | VPSHUFD xmm1, xmm2/m128, imm8            | 16/32/64-bit     | AVX        | VEX_Vpshufd_xmm_xmmm128_imm8
VPSHUFD          | VEX.256.66.0F.WIG 70 /r ib     | VPSHUFD ymm1, ymm2/m256, imm8            | 16/32/64-bit     | AVX2       | VEX_Vpshufd_ymm_ymmm256_imm8
VPSHUFD          | EVEX.128.66.0F.W0 70 /r ib     | VPSHUFD xmm1 {k1}{z}, xmm2/m128/m32bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpshufd_xmm_k1z_xmmm128b32_imm8
VPSHUFD          | EVEX.256.66.0F.W0 70 /r ib     | VPSHUFD ymm1 {k1}{z}, ymm2/m256/m32bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpshufd_ymm_k1z_ymmm256b32_imm8
VPSHUFD          | EVEX.512.66.0F.W0 70 /r ib     | VPSHUFD zmm1 {k1}{z}, zmm2/m512/m32bcst, imm8 | 16/32/64-bit     | AVX512F    | EVEX_Vpshufd_zmm_k1z_zmmm512b32_imm8
VPSHUFHW         | VEX.128.F3.0F.WIG 70 /r ib     | VPSHUFHW xmm1, xmm2/m128, imm8           | 16/32/64-bit     | AVX        | VEX_Vpshufhw_xmm_xmmm128_imm8
VPSHUFHW         | VEX.256.F3.0F.WIG 70 /r ib     | VPSHUFHW ymm1, ymm2/m256, imm8           | 16/32/64-bit     | AVX2       | VEX_Vpshufhw_ymm_ymmm256_imm8
VPSHUFHW         | EVEX.128.F3.0F.WIG 70 /r ib    | VPSHUFHW xmm1 {k1}{z}, xmm2/m128, imm8   | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpshufhw_xmm_k1z_xmmm128_imm8
VPSHUFHW         | EVEX.256.F3.0F.WIG 70 /r ib    | VPSHUFHW ymm1 {k1}{z}, ymm2/m256, imm8   | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpshufhw_ymm_k1z_ymmm256_imm8
VPSHUFHW         | EVEX.512.F3.0F.WIG 70 /r ib    | VPSHUFHW zmm1 {k1}{z}, zmm2/m512, imm8   | 16/32/64-bit     | AVX512BW   | EVEX_Vpshufhw_zmm_k1z_zmmm512_imm8
VPSHUFLW         | VEX.128.F2.0F.WIG 70 /r ib     | VPSHUFLW xmm1, xmm2/m128, imm8           | 16/32/64-bit     | AVX        | VEX_Vpshuflw_xmm_xmmm128_imm8
VPSHUFLW         | VEX.256.F2.0F.WIG 70 /r ib     | VPSHUFLW ymm1, ymm2/m256, imm8           | 16/32/64-bit     | AVX2       | VEX_Vpshuflw_ymm_ymmm256_imm8
VPSHUFLW         | EVEX.128.F2.0F.WIG 70 /r ib    | VPSHUFLW xmm1 {k1}{z}, xmm2/m128, imm8   | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpshuflw_xmm_k1z_xmmm128_imm8
VPSHUFLW         | EVEX.256.F2.0F.WIG 70 /r ib    | VPSHUFLW ymm1 {k1}{z}, ymm2/m256, imm8   | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpshuflw_ymm_k1z_ymmm256_imm8
VPSHUFLW         | EVEX.512.F2.0F.WIG 70 /r ib    | VPSHUFLW zmm1 {k1}{z}, zmm2/m512, imm8   | 16/32/64-bit     | AVX512BW   | EVEX_Vpshuflw_zmm_k1z_zmmm512_imm8
VPSIGNB          | VEX.128.66.0F38.WIG 08 /r      | VPSIGNB xmm1, xmm2, xmm3/m128            | 16/32/64-bit     | AVX        | VEX_Vpsignb_xmm_xmm_xmmm128
VPSIGNB          | VEX.256.66.0F38.WIG 08 /r      | VPSIGNB ymm1, ymm2, ymm3/m256            | 16/32/64-bit     | AVX2       | VEX_Vpsignb_ymm_ymm_ymmm256
VPSIGND          | VEX.128.66.0F38.WIG 0A /r      | VPSIGND xmm1, xmm2, xmm3/m128            | 16/32/64-bit     | AVX        | VEX_Vpsignd_xmm_xmm_xmmm128
VPSIGND          | VEX.256.66.0F38.WIG 0A /r      | VPSIGND ymm1, ymm2, ymm3/m256            | 16/32/64-bit     | AVX2       | VEX_Vpsignd_ymm_ymm_ymmm256
VPSIGNW          | VEX.128.66.0F38.WIG 09 /r      | VPSIGNW xmm1, xmm2, xmm3/m128            | 16/32/64-bit     | AVX        | VEX_Vpsignw_xmm_xmm_xmmm128
VPSIGNW          | VEX.256.66.0F38.WIG 09 /r      | VPSIGNW ymm1, ymm2, ymm3/m256            | 16/32/64-bit     | AVX2       | VEX_Vpsignw_ymm_ymm_ymmm256
VPSLLD           | VEX.128.66.0F.WIG 72 /6 ib     | VPSLLD xmm1, xmm2, imm8                  | 16/32/64-bit     | AVX        | VEX_Vpslld_xmm_xmm_imm8
VPSLLD           | VEX.256.66.0F.WIG 72 /6 ib     | VPSLLD ymm1, ymm2, imm8                  | 16/32/64-bit     | AVX2       | VEX_Vpslld_ymm_ymm_imm8
VPSLLD           | EVEX.128.66.0F.W0 72 /6 ib     | VPSLLD xmm1 {k1}{z}, xmm2/m128/m32bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpslld_xmm_k1z_xmmm128b32_imm8
VPSLLD           | EVEX.256.66.0F.W0 72 /6 ib     | VPSLLD ymm1 {k1}{z}, ymm2/m256/m32bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpslld_ymm_k1z_ymmm256b32_imm8
VPSLLD           | EVEX.512.66.0F.W0 72 /6 ib     | VPSLLD zmm1 {k1}{z}, zmm2/m512/m32bcst, imm8 | 16/32/64-bit     | AVX512F    | EVEX_Vpslld_zmm_k1z_zmmm512b32_imm8
VPSLLD           | VEX.128.66.0F.WIG F2 /r        | VPSLLD xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | AVX        | VEX_Vpslld_xmm_xmm_xmmm128
VPSLLD           | VEX.256.66.0F.WIG F2 /r        | VPSLLD ymm1, ymm2, xmm3/m128             | 16/32/64-bit     | AVX2       | VEX_Vpslld_ymm_ymm_xmmm128
VPSLLD           | EVEX.128.66.0F.W0 F2 /r        | VPSLLD xmm1 {k1}{z}, xmm2, xmm3/m128     | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpslld_xmm_k1z_xmm_xmmm128
VPSLLD           | EVEX.256.66.0F.W0 F2 /r        | VPSLLD ymm1 {k1}{z}, ymm2, xmm3/m128     | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpslld_ymm_k1z_ymm_xmmm128
VPSLLD           | EVEX.512.66.0F.W0 F2 /r        | VPSLLD zmm1 {k1}{z}, zmm2, xmm3/m128     | 16/32/64-bit     | AVX512F    | EVEX_Vpslld_zmm_k1z_zmm_xmmm128
VPSLLDQ          | VEX.128.66.0F.WIG 73 /7 ib     | VPSLLDQ xmm1, xmm2, imm8                 | 16/32/64-bit     | AVX        | VEX_Vpslldq_xmm_xmm_imm8
VPSLLDQ          | VEX.256.66.0F.WIG 73 /7 ib     | VPSLLDQ ymm1, ymm2, imm8                 | 16/32/64-bit     | AVX2       | VEX_Vpslldq_ymm_ymm_imm8
VPSLLDQ          | EVEX.128.66.0F.WIG 73 /7 ib    | VPSLLDQ xmm1, xmm2/m128, imm8            | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpslldq_xmm_xmmm128_imm8
VPSLLDQ          | EVEX.256.66.0F.WIG 73 /7 ib    | VPSLLDQ ymm1, ymm2/m256, imm8            | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpslldq_ymm_ymmm256_imm8
VPSLLDQ          | EVEX.512.66.0F.WIG 73 /7 ib    | VPSLLDQ zmm1, zmm2/m512, imm8            | 16/32/64-bit     | AVX512BW   | EVEX_Vpslldq_zmm_zmmm512_imm8
VPSLLQ           | VEX.128.66.0F.WIG 73 /6 ib     | VPSLLQ xmm1, xmm2, imm8                  | 16/32/64-bit     | AVX        | VEX_Vpsllq_xmm_xmm_imm8
VPSLLQ           | VEX.256.66.0F.WIG 73 /6 ib     | VPSLLQ ymm1, ymm2, imm8                  | 16/32/64-bit     | AVX2       | VEX_Vpsllq_ymm_ymm_imm8
VPSLLQ           | EVEX.128.66.0F.W1 73 /6 ib     | VPSLLQ xmm1 {k1}{z}, xmm2/m128/m64bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsllq_xmm_k1z_xmmm128b64_imm8
VPSLLQ           | EVEX.256.66.0F.W1 73 /6 ib     | VPSLLQ ymm1 {k1}{z}, ymm2/m256/m64bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsllq_ymm_k1z_ymmm256b64_imm8
VPSLLQ           | EVEX.512.66.0F.W1 73 /6 ib     | VPSLLQ zmm1 {k1}{z}, zmm2/m512/m64bcst, imm8 | 16/32/64-bit     | AVX512F    | EVEX_Vpsllq_zmm_k1z_zmmm512b64_imm8
VPSLLQ           | VEX.128.66.0F.WIG F3 /r        | VPSLLQ xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | AVX        | VEX_Vpsllq_xmm_xmm_xmmm128
VPSLLQ           | VEX.256.66.0F.WIG F3 /r        | VPSLLQ ymm1, ymm2, xmm3/m128             | 16/32/64-bit     | AVX2       | VEX_Vpsllq_ymm_ymm_xmmm128
VPSLLQ           | EVEX.128.66.0F.W1 F3 /r        | VPSLLQ xmm1 {k1}{z}, xmm2, xmm3/m128     | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsllq_xmm_k1z_xmm_xmmm128
VPSLLQ           | EVEX.256.66.0F.W1 F3 /r        | VPSLLQ ymm1 {k1}{z}, ymm2, xmm3/m128     | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsllq_ymm_k1z_ymm_xmmm128
VPSLLQ           | EVEX.512.66.0F.W1 F3 /r        | VPSLLQ zmm1 {k1}{z}, zmm2, xmm3/m128     | 16/32/64-bit     | AVX512F    | EVEX_Vpsllq_zmm_k1z_zmm_xmmm128
VPSLLVD          | VEX.128.66.0F38.W0 47 /r       | VPSLLVD xmm1, xmm2, xmm3/m128            | 16/32/64-bit     | AVX2       | VEX_Vpsllvd_xmm_xmm_xmmm128
VPSLLVD          | VEX.256.66.0F38.W0 47 /r       | VPSLLVD ymm1, ymm2, ymm3/m256            | 16/32/64-bit     | AVX2       | VEX_Vpsllvd_ymm_ymm_ymmm256
VPSLLVD          | EVEX.128.66.0F38.W0 47 /r      | VPSLLVD xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsllvd_xmm_k1z_xmm_xmmm128b32
VPSLLVD          | EVEX.256.66.0F38.W0 47 /r      | VPSLLVD ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsllvd_ymm_k1z_ymm_ymmm256b32
VPSLLVD          | EVEX.512.66.0F38.W0 47 /r      | VPSLLVD zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst | 16/32/64-bit     | AVX512F    | EVEX_Vpsllvd_zmm_k1z_zmm_zmmm512b32
