| Id                                                | CodeBytes       | Prefix  | Table   | Group   | Op1                 | Op2                 | Op3                 | Op4                 | OpSize    | AddressSize   | Flags
| VEX_Vfmsub132ps_ymm_ymm_ymmm256                   | 9a 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64
| VEX_Vfmsub132pd_xmm_xmm_xmmm128                   | 9a 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W
| VEX_Vfmsub132pd_ymm_ymm_ymmm256                   | 9a 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W
| EVEX_Vfmsub132ps_xmm_k1z_xmm_xmmm128b32           | 9a 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfmsub132ps_ymm_k1z_ymm_ymmm256b32           | 9a 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfmsub132ps_zmm_k1z_zmm_zmmm512b32_er        | 9a 00 00 00     | P66     | T0F38   |         | zmm_reg             | zmm_vvvv            | zmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, Broadcast, RoundingControl, OpMaskRegister, ZeroingMasking
| EVEX_Vfmsub132pd_xmm_k1z_xmm_xmmm128b64           | 9a 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfmsub132pd_ymm_k1z_ymm_ymmm256b64           | 9a 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfmsub132pd_zmm_k1z_zmm_zmmm512b64_er        | 9a 00 00 00     | P66     | T0F38   |         | zmm_reg             | zmm_vvvv            | zmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W, Broadcast, RoundingControl, OpMaskRegister, ZeroingMasking
| EVEX_V4fmaddps_zmm_k1z_zmmp3_m128                 | 9a 00 00 00     | PF2     | T0F38   |         | zmm_reg             | zmmp3_vvvv          | mem                 |                     |           |               | Mode16, Mode32, Mode64, OpMaskRegister, ZeroingMasking
| VEX_Vfmsub132ss_xmm_xmm_xmmm32                    | 9b 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, LIG
| VEX_Vfmsub132sd_xmm_xmm_xmmm64                    | 9b 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, LIG, W
| EVEX_Vfmsub132ss_xmm_k1z_xmm_xmmm32_er            | 9b 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, LIG, RoundingControl, OpMaskRegister, ZeroingMasking
| EVEX_Vfmsub132sd_xmm_k1z_xmm_xmmm64_er            | 9b 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, LIG, W, RoundingControl, OpMaskRegister, ZeroingMasking
| EVEX_V4fmaddss_xmm_k1z_xmmp3_m128                 | 9b 00 00 00     | PF2     | T0F38   |         | xmm_reg             | xmmp3_vvvv          | mem                 |                     |           |               | Mode16, Mode32, Mode64, LIG, OpMaskRegister, ZeroingMasking
| VEX_Vfnmadd132ps_xmm_xmm_xmmm128                  | 9c 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64
| VEX_Vfnmadd132ps_ymm_ymm_ymmm256                  | 9c 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64
| VEX_Vfnmadd132pd_xmm_xmm_xmmm128                  | 9c 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W
| VEX_Vfnmadd132pd_ymm_ymm_ymmm256                  | 9c 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W
| EVEX_Vfnmadd132ps_xmm_k1z_xmm_xmmm128b32          | 9c 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfnmadd132ps_ymm_k1z_ymm_ymmm256b32          | 9c 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfnmadd132ps_zmm_k1z_zmm_zmmm512b32_er       | 9c 00 00 00     | P66     | T0F38   |         | zmm_reg             | zmm_vvvv            | zmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, Broadcast, RoundingControl, OpMaskRegister, ZeroingMasking
| EVEX_Vfnmadd132pd_xmm_k1z_xmm_xmmm128b64          | 9c 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfnmadd132pd_ymm_k1z_ymm_ymmm256b64          | 9c 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfnmadd132pd_zmm_k1z_zmm_zmmm512b64_er       | 9c 00 00 00     | P66     | T0F38   |         | zmm_reg             | zmm_vvvv            | zmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W, Broadcast, RoundingControl, OpMaskRegister, ZeroingMasking
| VEX_Vfnmadd132ss_xmm_xmm_xmmm32                   | 9d 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, LIG
| VEX_Vfnmadd132sd_xmm_xmm_xmmm64                   | 9d 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, LIG, W
| EVEX_Vfnmadd132ss_xmm_k1z_xmm_xmmm32_er           | 9d 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, LIG, RoundingControl, OpMaskRegister, ZeroingMasking
| EVEX_Vfnmadd132sd_xmm_k1z_xmm_xmmm64_er           | 9d 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, LIG, W, RoundingControl, OpMaskRegister, ZeroingMasking
| VEX_Vfnmsub132ps_xmm_xmm_xmmm128                  | 9e 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64
| VEX_Vfnmsub132ps_ymm_ymm_ymmm256                  | 9e 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64
| VEX_Vfnmsub132pd_xmm_xmm_xmmm128                  | 9e 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W
| VEX_Vfnmsub132pd_ymm_ymm_ymmm256                  | 9e 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W
| EVEX_Vfnmsub132ps_xmm_k1z_xmm_xmmm128b32          | 9e 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfnmsub132ps_ymm_k1z_ymm_ymmm256b32          | 9e 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfnmsub132ps_zmm_k1z_zmm_zmmm512b32_er       | 9e 00 00 00     | P66     | T0F38   |         | zmm_reg             | zmm_vvvv            | zmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, Broadcast, RoundingControl, OpMaskRegister, ZeroingMasking
| EVEX_Vfnmsub132pd_xmm_k1z_xmm_xmmm128b64          | 9e 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfnmsub132pd_ymm_k1z_ymm_ymmm256b64          | 9e 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfnmsub132pd_zmm_k1z_zmm_zmmm512b64_er       | 9e 00 00 00     | P66     | T0F38   |         | zmm_reg             | zmm_vvvv            | zmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W, Broadcast, RoundingControl, OpMaskRegister, ZeroingMasking
| VEX_Vfnmsub132ss_xmm_xmm_xmmm32                   | 9f 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, LIG
| VEX_Vfnmsub132sd_xmm_xmm_xmmm64                   | 9f 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, LIG, W
| EVEX_Vfnmsub132ss_xmm_k1z_xmm_xmmm32_er           | 9f 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, LIG, RoundingControl, OpMaskRegister, ZeroingMasking
| EVEX_Vfnmsub132sd_xmm_k1z_xmm_xmmm64_er           | 9f 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, LIG, W, RoundingControl, OpMaskRegister, ZeroingMasking
| EVEX_Vpscatterdd_vm32x_k1_xmm                     | a0 00 00 00     | P66     | T0F38   |         | mem_vsib32x         | xmm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vpscatterdd_vm32y_k1_ymm                     | a0 00 00 00     | P66     | T0F38   |         | mem_vsib32y         | ymm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vpscatterdd_vm32z_k1_zmm                     | a0 00 00 00     | P66     | T0F38   |         | mem_vsib32z         | zmm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vpscatterdq_vm32x_k1_xmm                     | a0 00 00 00     | P66     | T0F38   |         | mem_vsib32x         | xmm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, W, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vpscatterdq_vm32x_k1_ymm                     | a0 00 00 00     | P66     | T0F38   |         | mem_vsib32x         | ymm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, W, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vpscatterdq_vm32y_k1_zmm                     | a0 00 00 00     | P66     | T0F38   |         | mem_vsib32y         | zmm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, W, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vpscatterqd_vm64x_k1_xmm                     | a1 00 00 00     | P66     | T0F38   |         | mem_vsib64x         | xmm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vpscatterqd_vm64y_k1_xmm                     | a1 00 00 00     | P66     | T0F38   |         | mem_vsib64y         | xmm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vpscatterqd_vm64z_k1_ymm                     | a1 00 00 00     | P66     | T0F38   |         | mem_vsib64z         | ymm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vpscatterqq_vm64x_k1_xmm                     | a1 00 00 00     | P66     | T0F38   |         | mem_vsib64x         | xmm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, W, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vpscatterqq_vm64y_k1_ymm                     | a1 00 00 00     | P66     | T0F38   |         | mem_vsib64y         | ymm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, W, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vpscatterqq_vm64z_k1_zmm                     | a1 00 00 00     | P66     | T0F38   |         | mem_vsib64z         | zmm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, W, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vscatterdps_vm32x_k1_xmm                     | a2 00 00 00     | P66     | T0F38   |         | mem_vsib32x         | xmm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vscatterdps_vm32y_k1_ymm                     | a2 00 00 00     | P66     | T0F38   |         | mem_vsib32y         | ymm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vscatterdps_vm32z_k1_zmm                     | a2 00 00 00     | P66     | T0F38   |         | mem_vsib32z         | zmm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vscatterdpd_vm32x_k1_xmm                     | a2 00 00 00     | P66     | T0F38   |         | mem_vsib32x         | xmm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, W, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vscatterdpd_vm32x_k1_ymm                     | a2 00 00 00     | P66     | T0F38   |         | mem_vsib32x         | ymm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, W, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vscatterdpd_vm32y_k1_zmm                     | a2 00 00 00     | P66     | T0F38   |         | mem_vsib32y         | zmm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, W, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vscatterqps_vm64x_k1_xmm                     | a3 00 00 00     | P66     | T0F38   |         | mem_vsib64x         | xmm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vscatterqps_vm64y_k1_xmm                     | a3 00 00 00     | P66     | T0F38   |         | mem_vsib64y         | xmm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vscatterqps_vm64z_k1_ymm                     | a3 00 00 00     | P66     | T0F38   |         | mem_vsib64z         | ymm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vscatterqpd_vm64x_k1_xmm                     | a3 00 00 00     | P66     | T0F38   |         | mem_vsib64x         | xmm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, W, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vscatterqpd_vm64y_k1_ymm                     | a3 00 00 00     | P66     | T0F38   |         | mem_vsib64y         | ymm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, W, OpMaskRegister, NonZeroOpMaskRegister
| EVEX_Vscatterqpd_vm64z_k1_zmm                     | a3 00 00 00     | P66     | T0F38   |         | mem_vsib64z         | zmm_reg             |                     |                     |           |               | Mode16, Mode32, Mode64, W, OpMaskRegister, NonZeroOpMaskRegister
| VEX_Vfmaddsub213ps_xmm_xmm_xmmm128                | a6 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64
| VEX_Vfmaddsub213ps_ymm_ymm_ymmm256                | a6 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64
| VEX_Vfmaddsub213pd_xmm_xmm_xmmm128                | a6 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W
| VEX_Vfmaddsub213pd_ymm_ymm_ymmm256                | a6 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W
| EVEX_Vfmaddsub213ps_xmm_k1z_xmm_xmmm128b32        | a6 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfmaddsub213ps_ymm_k1z_ymm_ymmm256b32        | a6 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfmaddsub213ps_zmm_k1z_zmm_zmmm512b32_er     | a6 00 00 00     | P66     | T0F38   |         | zmm_reg             | zmm_vvvv            | zmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, Broadcast, RoundingControl, OpMaskRegister, ZeroingMasking
| EVEX_Vfmaddsub213pd_xmm_k1z_xmm_xmmm128b64        | a6 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfmaddsub213pd_ymm_k1z_ymm_ymmm256b64        | a6 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfmaddsub213pd_zmm_k1z_zmm_zmmm512b64_er     | a6 00 00 00     | P66     | T0F38   |         | zmm_reg             | zmm_vvvv            | zmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W, Broadcast, RoundingControl, OpMaskRegister, ZeroingMasking
| VEX_Vfmsubadd213ps_xmm_xmm_xmmm128                | a7 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64
| VEX_Vfmsubadd213ps_ymm_ymm_ymmm256                | a7 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64
| VEX_Vfmsubadd213pd_xmm_xmm_xmmm128                | a7 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W
| VEX_Vfmsubadd213pd_ymm_ymm_ymmm256                | a7 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W
| EVEX_Vfmsubadd213ps_xmm_k1z_xmm_xmmm128b32        | a7 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfmsubadd213ps_ymm_k1z_ymm_ymmm256b32        | a7 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfmsubadd213ps_zmm_k1z_zmm_zmmm512b32_er     | a7 00 00 00     | P66     | T0F38   |         | zmm_reg             | zmm_vvvv            | zmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, Broadcast, RoundingControl, OpMaskRegister, ZeroingMasking
| EVEX_Vfmsubadd213pd_xmm_k1z_xmm_xmmm128b64        | a7 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfmsubadd213pd_ymm_k1z_ymm_ymmm256b64        | a7 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfmsubadd213pd_zmm_k1z_zmm_zmmm512b64_er     | a7 00 00 00     | P66     | T0F38   |         | zmm_reg             | zmm_vvvv            | zmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W, Broadcast, RoundingControl, OpMaskRegister, ZeroingMasking
| VEX_Vfmadd213ps_xmm_xmm_xmmm128                   | a8 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64
| VEX_Vfmadd213ps_ymm_ymm_ymmm256                   | a8 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64
| VEX_Vfmadd213pd_xmm_xmm_xmmm128                   | a8 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W
| VEX_Vfmadd213pd_ymm_ymm_ymmm256                   | a8 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W
| EVEX_Vfmadd213ps_xmm_k1z_xmm_xmmm128b32           | a8 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfmadd213ps_ymm_k1z_ymm_ymmm256b32           | a8 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfmadd213ps_zmm_k1z_zmm_zmmm512b32_er        | a8 00 00 00     | P66     | T0F38   |         | zmm_reg             | zmm_vvvv            | zmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, Broadcast, RoundingControl, OpMaskRegister, ZeroingMasking
| EVEX_Vfmadd213pd_xmm_k1z_xmm_xmmm128b64           | a8 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfmadd213pd_ymm_k1z_ymm_ymmm256b64           | a8 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfmadd213pd_zmm_k1z_zmm_zmmm512b64_er        | a8 00 00 00     | P66     | T0F38   |         | zmm_reg             | zmm_vvvv            | zmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W, Broadcast, RoundingControl, OpMaskRegister, ZeroingMasking
| VEX_Vfmadd213ss_xmm_xmm_xmmm32                    | a9 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, LIG
| VEX_Vfmadd213sd_xmm_xmm_xmmm64                    | a9 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, LIG, W
| EVEX_Vfmadd213ss_xmm_k1z_xmm_xmmm32_er            | a9 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, LIG, RoundingControl, OpMaskRegister, ZeroingMasking
| EVEX_Vfmadd213sd_xmm_k1z_xmm_xmmm64_er            | a9 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, LIG, W, RoundingControl, OpMaskRegister, ZeroingMasking
| VEX_Vfmsub213ps_xmm_xmm_xmmm128                   | aa 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64
| VEX_Vfmsub213ps_ymm_ymm_ymmm256                   | aa 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64
| VEX_Vfmsub213pd_xmm_xmm_xmmm128                   | aa 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W
| VEX_Vfmsub213pd_ymm_ymm_ymmm256                   | aa 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W
| EVEX_Vfmsub213ps_xmm_k1z_xmm_xmmm128b32           | aa 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfmsub213ps_ymm_k1z_ymm_ymmm256b32           | aa 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfmsub213ps_zmm_k1z_zmm_zmmm512b32_er        | aa 00 00 00     | P66     | T0F38   |         | zmm_reg             | zmm_vvvv            | zmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, Broadcast, RoundingControl, OpMaskRegister, ZeroingMasking
| EVEX_Vfmsub213pd_xmm_k1z_xmm_xmmm128b64           | aa 00 00 00     | P66     | T0F38   |         | xmm_reg             | xmm_vvvv            | xmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfmsub213pd_ymm_k1z_ymm_ymmm256b64           | aa 00 00 00     | P66     | T0F38   |         | ymm_reg             | ymm_vvvv            | ymm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W, Broadcast, OpMaskRegister, ZeroingMasking
| EVEX_Vfmsub213pd_zmm_k1z_zmm_zmmm512b64_er        | aa 00 00 00     | P66     | T0F38   |         | zmm_reg             | zmm_vvvv            | zmm_or_mem          |                     |           |               | Mode16, Mode32, Mode64, W, Broadcast, RoundingControl, OpMaskRegister, ZeroingMasking
| EVEX_V4fnmaddps_zmm_k1z_zmmp3_m128                | aa 00 00 00     | PF2     | T0F38   |         | zmm_reg             | zmmp3_vvvv          | mem                 |                     |           |               | Mode16, Mode32, Mode64, OpMaskRegister, ZeroingMasking
